Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season
Adolfo Gregorio,RSL,M,6,4,359,0,0,4,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,7,1,0,0,50.0,2005,reg
Michael Umaña,LA ,D,15,6,754,0,0,4,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,7,0,2,0,50.0,2005,reg
Stephen Armstrong,CLB,M,7,2,244,0,0,5,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,3,2,0,0,20.0,2005,reg
Kenny Cutler,RSL,M,19,19,1699,0,0,5,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,21,4,0,5,1,40.0,2005,reg
Connally Edozien,NE ,F-M,9,1,217,0,0,6,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,2,3,1,0,66.67,2005,reg
Khari Stephenson,KC ,M,6,1,145,0,0,6,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,1,0,16.67,2005,reg
Matt Behncke,RSL,D,8,7,587,0,0,6,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,5,0,0,0,33.33,2005,reg
Jesus Ochoa,CHV,M,16,12,1030,0,0,7,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,17,5,0,2,0,28.57,2005,reg
Nick Garcia,KC ,D,30,30,2678,0,0,7,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,28,34,0,3,0,42.86,2005,reg
Drew Moor,COL,D,20,9,934,0,0,7,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,5,0,0,0,57.14,2005,reg
Daniel Hernandez,NE ,M,7,7,557,0,0,8,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,17,10,2,2,1,0.0,2005,reg
Jeff Agoos,MET,D,25,25,2150,0,0,9,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,26,22,0,3,0,44.44,2005,reg
Dipsy Selolwane,RSL,F,8,4,401,0,0,10,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,9,0,0,0,40.0,2005,reg
Chris Wingert,CLB,D,27,20,1895,0,0,10,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,50,16,1,8,0,10.0,2005,reg
Joseph Ngwenya,LA ,F,16,6,617,0,0,10,6,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,21,7,0,0,60.0,2005,reg
Brian Kamler,RSL,M,28,24,2027,0,0,11,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,22,38,0,3,0,27.27,2005,reg
Mark Wilson,DAL,M,8,7,615,0,0,14,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,13,9,0,2,0,21.43,2005,reg
Jeff Cunningham,RSL,F,31,26,2404,16,11,83,45,4,4/4,9,7,0.6,19.3,3,6,5,0.41,25,49,35,6,0,54.22,2006,reg
Christian Gomez,DC ,M,30,28,2366,14,11,63,35,3,0/0,7,7,0.53,22.2,4,8,3,0.42,35,39,6,7,0,55.56,2006,reg
Ante Razov,CHV,F,28,28,2485,14,8,98,40,5,0/0,7,7,0.51,14.3,0,3,5,0.29,38,41,43,6,0,40.82,2006,reg
Carlos Ruiz,DAL,F,27,25,2113,13,5,54,29,2,0/0,8,5,0.55,24.1,1,4,1,0.21,54,72,32,6,0,53.7,2006,reg
Landon Donovan,LA ,M-F,24,24,2147,12,8,44,28,5,1/1,5,7,0.5,27.3,3,4,4,0.34,34,44,8,3,0,63.64,2006,reg
Jaime Moreno,DC ,F,32,31,2699,11,10,51,31,5,3/3,7,4,0.37,21.6,3,6,4,0.33,37,62,22,3,0,60.78,2006,reg
Dwayne De Rosario,HOU,M,30,29,2534,11,5,55,26,3,2/2,5,6,0.39,20.0,2,5,0,0.18,40,55,13,2,2,47.27,2006,reg
Taylor Twellman,NE ,F,32,32,2856,11,5,86,42,4,0/0,6,5,0.35,12.8,1,2,3,0.16,40,60,32,3,0,48.84,2006,reg
Kenny Cooper,DAL,F,31,29,2453,11,4,65,30,6,0/0,8,3,0.4,16.9,1,1,3,0.15,39,59,23,3,0,46.15,2006,reg
Brian Ching,HOU,F,21,20,1822,11,2,64,30,4,0/0,9,2,0.54,17.2,1,2,0,0.1,38,50,23,1,0,46.88,2006,reg
Scott Sealy,KC ,F,29,20,1760,10,1,41,23,1,0/0,8,2,0.51,24.4,0,1,0,0.05,21,40,24,3,0,56.1,2006,reg
Andy Herron,CHI,F,20,18,1449,9,1,37,25,5,2/3,6,3,0.56,24.3,0,1,0,0.06,24,24,35,3,0,67.57,2006,reg
Jose Burciaga Jr.,KC ,D,30,29,2589,8,8,50,22,4,3/3,5,3,0.28,16.0,0,6,2,0.28,29,38,2,3,1,44.0,2006,reg
Juan Pablo Garcia,CHV,M,29,29,2438,8,6,51,29,2,0/0,4,4,0.3,15.7,3,6,0,0.22,36,41,7,5,0,56.86,2006,reg
Jason Kreis,RSL,M,30,27,2434,8,5,56,22,1,1/1,4,4,0.3,14.3,1,4,1,0.18,29,28,21,3,1,39.29,2006,reg
Amado Guevara,NY ,M,28,26,2346,8,5,56,23,2,4/4,4,4,0.31,14.3,0,2,3,0.19,64,40,3,6,1,41.07,2006,reg
Clint Dempsey,NE ,M-F,21,21,1865,8,4,67,31,2,0/0,5,3,0.39,11.9,2,2,2,0.19,41,62,22,5,0,46.27,2006,reg
Nate Jaqua,CHI,F,28,22,2037,8,2,48,17,1,0/0,5,3,0.35,16.7,1,1,1,0.09,49,34,14,4,0,35.42,2006,reg
Chris Klein,RSL,M,32,32,2842,7,8,70,27,1,0/0,2,5,0.22,10.0,2,4,4,0.25,18,25,17,0,0,38.57,2006,reg
Nicolas Hernandez,COL,F,30,29,2524,7,6,37,18,6,0/0,6,1,0.25,18.9,2,4,2,0.21,43,57,29,3,0,48.65,2006,reg
Alecko Eskandarian,DC ,F,22,16,1474,7,2,57,30,2,0/0,3,4,0.43,12.3,0,1,1,0.12,28,45,16,6,1,52.63,2006,reg
Kyle Beckerman,RSL,M,31,31,2790,7,2,57,27,1,1/1,2,5,0.23,12.3,1,2,0,0.06,41,42,2,8,0,47.37,2006,reg
Chris Rolfe,CHI,F,21,21,1636,7,1,39,19,1,0/0,4,3,0.39,17.9,0,0,1,0.06,23,26,4,1,0,48.72,2006,reg
Andy Dorman,NE ,M,32,32,2834,6,10,60,33,1,0/0,2,4,0.19,10.0,2,4,6,0.32,41,28,5,5,0,55.0,2006,reg
Steve Ralston,NE ,M,30,30,2683,6,5,23,14,0,1/1,3,3,0.2,26.1,4,3,2,0.17,22,28,6,0,0,60.87,2006,reg
Jonathan Bornstein,CHI,D,32,32,2878,6,4,38,21,0,0/0,3,3,0.19,15.8,2,2,2,0.13,28,37,11,2,0,55.26,2006,reg
Ramon Nunez,DAL,M,25,20,1660,6,4,51,15,2,0/0,3,3,0.33,11.8,1,3,1,0.22,15,35,5,4,0,29.41,2006,reg
Peguero Jean Philippe,COL,F,14,14,1248,6,3,27,12,2,0/0,6,0,0.43,22.2,0,2,1,0.22,28,38,21,2,0,44.44,2006,reg
Edson Buddle,NY ,F,28,24,2110,6,3,65,29,1,0/0,4,2,0.26,9.2,1,0,3,0.13,41,39,32,1,0,44.62,2006,reg
Claudio Suarez,CHV,D,20,20,1778,6,1,10,6,2,3/3,3,3,0.3,60.0,1,1,0,0.05,14,6,1,1,0,60.0,2006,reg
Hérculez Gómez,LA ,F,30,19,1798,5,3,55,26,2,0/0,3,2,0.25,9.1,1,2,1,0.15,43,46,20,5,0,47.27,2006,reg
Joseph Ngwenya,CLB,F,22,18,1520,5,2,29,13,1,0/0,3,2,0.3,17.2,1,0,2,0.12,27,32,29,5,2,44.83,2006,reg
Jason Garey,CLB,F,25,18,1712,5,2,31,17,3,0/0,3,2,0.26,16.1,0,1,1,0.11,30,21,15,2,0,54.84,2006,reg
Jovan Kirovski,COL,M-F,26,22,1864,5,2,40,16,0,2/2,3,2,0.24,12.5,0,1,1,0.1,21,23,20,3,0,40.0,2006,reg
Josh Wolff,KC ,F,19,18,1587,5,2,41,19,1,0/1,4,1,0.28,12.2,0,2,0,0.11,27,31,13,1,0,46.34,2006,reg
Craig Waibel,HOU,D,28,28,2401,5,1,12,7,1,0/0,4,1,0.19,41.7,0,0,1,0.04,32,16,1,3,0,58.33,2006,reg
Chad Barrett,CHI,F,16,9,778,5,1,26,14,1,0/0,3,2,0.58,19.2,0,0,1,0.12,16,8,12,2,0,53.85,2006,reg
Cobi Jones,LA ,M,27,18,1704,4,4,14,6,0,0/0,3,1,0.21,28.6,1,4,0,0.21,9,32,6,0,0,42.86,2006,reg
Juan Francisco Palencia,CHV,F,23,22,1914,4,4,46,23,0,1/1,1,3,0.19,8.7,2,2,2,0.19,50,61,36,0,1,50.0,2006,reg
Eddie Gaven,CLB,M,30,30,2560,4,4,57,27,0,1/2,2,2,0.14,7.0,0,2,2,0.14,23,62,17,3,0,47.37,2006,reg
Davy Arnaud,KC ,M,32,30,2784,4,4,57,24,1,0/0,4,0,0.13,7.0,0,3,1,0.13,37,76,10,6,0,42.11,2006,reg
Jacob Peterson,COL,F,28,17,1547,4,3,16,8,1,0/0,2,2,0.23,25.0,1,1,2,0.17,13,12,8,1,0,50.0,2006,reg
Dedi Ben Dayan,COL,M-D,16,12,927,4,2,26,11,1,0/0,3,1,0.39,15.4,0,1,1,0.19,11,11,7,1,0,42.31,2006,reg
Alan Gordon,LA ,F,17,11,1019,4,2,38,20,1,0/0,3,1,0.35,10.5,1,2,0,0.18,33,16,18,1,0,52.63,2006,reg
John Wolyniec,CLB,F,22,17,1429,4,2,38,17,0,0/0,1,3,0.25,10.5,1,2,0,0.13,27,16,14,2,0,44.74,2006,reg
Atiba Harris,RSL,D,22,12,1142,4,1,24,15,1,0/0,1,3,0.32,16.7,1,1,0,0.08,47,36,24,8,1,62.5,2006,reg
Sasha Victorine,KC ,M,31,30,2701,3,8,31,9,0,1/1,1,2,0.1,9.7,2,4,4,0.27,40,35,5,3,0,29.03,2006,reg
Alejandro Moreno,HOU,F,30,30,2620,3,6,36,21,1,0/0,3,0,0.1,8.3,2,5,1,0.21,49,112,19,2,1,58.33,2006,reg
Francisco Mendoza,CHV,M,31,31,2652,3,6,40,22,1,0/0,2,1,0.1,7.5,0,3,3,0.2,38,48,7,6,0,55.0,2006,reg
Seth Stammler,NY ,M-D,29,27,2374,3,5,32,14,0,0/0,3,0,0.11,9.4,3,4,1,0.19,56,19,2,7,0,43.75,2006,reg
Joshua Gros,DC ,M-D,29,29,2576,3,5,33,18,1,0/0,2,1,0.1,9.1,1,3,2,0.17,42,30,3,5,2,54.55,2006,reg
Thiago Martins,COL,F,26,14,1401,3,4,47,20,0,0/0,1,2,0.19,6.4,3,4,0,0.26,44,38,22,6,0,42.55,2006,reg
Dave van den Bergh,KC ,M,13,13,991,3,2,22,12,1,0/0,2,1,0.27,13.6,0,2,0,0.18,8,7,1,0,0,54.55,2006,reg
Facundo Erpen,DC ,D,30,30,2626,3,2,29,9,0,0/0,2,1,0.1,10.3,0,1,1,0.07,44,24,0,2,1,31.03,2006,reg
Thiago,CHI,M,27,25,2229,3,2,39,19,1,0/0,1,2,0.12,7.7,0,0,2,0.08,30,42,3,0,0,48.72,2006,reg
Arturo Alvarez,DAL,M,19,6,578,3,1,17,11,1,0/0,2,1,0.47,17.6,1,0,1,0.16,14,6,2,2,0,64.71,2006,reg
Mike Magee,NY ,M,17,9,938,3,1,23,12,1,0/0,1,2,0.29,13.0,0,1,0,0.1,28,16,4,4,1,52.17,2006,reg
Roberto Mina,DAL,F,16,9,881,3,1,26,14,1,0/0,2,1,0.31,11.5,0,0,1,0.1,24,21,3,2,0,53.85,2006,reg
Shalrie Joseph,NE ,M,26,26,2331,3,1,27,7,1,1/1,3,0,0.12,11.1,0,1,0,0.04,43,54,1,6,0,25.93,2006,reg
Sebastian Rozental,CLB,F,20,15,1229,3,1,29,12,0,3/3,3,0,0.22,10.3,0,0,1,0.07,17,24,3,1,0,41.38,2006,reg
Chris Henderson,NY ,M,32,29,2186,3,1,30,14,1,0/0,0,3,0.12,10.0,0,1,0,0.04,34,23,25,0,0,46.67,2006,reg
Jozy Altidore,TOR,F,7,3,329,3,0,7,5,2,0/0,2,1,0.82,42.9,0,0,0,0.0,11,13,1,1,0,71.43,2006,reg
Santino Quaranta,DC ,M-F,16,10,835,3,0,15,5,1,0/0,2,1,0.32,20.0,0,0,0,0.0,7,13,3,2,0,33.33,2006,reg
Kei Kamara,COL,F,19,9,928,3,0,26,9,0,0/0,1,2,0.29,11.5,0,0,0,0.0,18,14,12,1,0,34.62,2006,reg
Carey Talley,RSL,D,30,30,2618,2,8,19,6,1,0/0,1,1,0.07,10.5,1,4,4,0.28,53,50,3,7,1,31.58,2006,reg
Justin Mapp,CHI,M,26,22,1865,2,8,36,10,0,0/0,2,0,0.1,5.6,3,6,2,0.39,16,53,3,0,0,27.78,2006,reg
Freddy Adu,DC ,F,32,29,2521,2,8,55,25,0,0/0,1,1,0.07,3.6,2,5,3,0.29,35,52,26,0,0,45.45,2006,reg
Abe Thompson,DAL,F,14,7,671,2,6,10,5,1,0/0,0,2,0.27,20.0,2,3,3,0.8,12,6,17,2,0,50.0,2006,reg
Andy Williams,RSL,M,29,21,1941,2,6,37,14,0,0/1,2,0,0.09,5.4,0,3,3,0.28,31,52,8,5,0,37.84,2006,reg
Peter Vagenas,LA ,M,25,24,2046,2,5,15,5,1,0/0,1,1,0.09,13.3,2,2,3,0.22,33,31,1,3,0,33.33,2006,reg
Chris Albright,LA ,D,23,23,2036,2,5,18,5,0,0/0,1,1,0.09,11.1,1,3,2,0.22,43,24,0,5,0,27.78,2006,reg
Brian Mullan,HOU,D,31,31,2744,2,4,27,10,1,0/0,2,0,0.07,7.4,2,4,0,0.13,60,50,11,6,1,37.04,2006,reg
Youri Djorkaeff,NY ,F-M,21,21,1824,2,4,59,20,0,0/1,1,1,0.1,3.4,1,3,1,0.2,32,57,13,2,0,33.9,2006,reg
Eddie Robinson,HOU,D,25,24,2084,2,3,8,3,1,0/0,1,1,0.09,25.0,1,3,0,0.13,58,38,0,11,1,37.5,2006,reg
Jesse Marsch,CHV,M,30,30,2604,2,3,13,7,0,0/0,2,0,0.07,15.4,0,0,3,0.1,40,50,3,7,0,53.85,2006,reg
Diego Gutierrez,CHI,D,25,21,1878,2,3,18,8,1,1/2,1,1,0.1,11.1,0,3,0,0.14,42,35,1,6,0,44.44,2006,reg
Ben Olsen,DC ,M,20,18,1534,2,3,21,10,1,0/0,2,0,0.12,9.5,1,2,1,0.18,34,55,3,7,0,47.62,2006,reg
Ricardo Clark,HOU,M,31,31,2728,2,3,37,14,0,0/0,1,1,0.07,5.4,0,2,1,0.1,57,46,1,4,1,37.84,2006,reg
Bobby Rhine,DAL,M,30,30,2593,2,2,13,5,0,0/0,1,1,0.07,15.4,2,2,0,0.07,23,26,0,7,1,38.46,2006,reg
Todd Dunivant,LA ,D,22,21,1858,2,2,14,9,0,0/0,1,1,0.1,14.3,1,1,1,0.1,21,13,4,3,0,64.29,2006,reg
Mehdi Ballouchy,RSL,M,32,26,2160,2,2,19,5,0,0/0,2,0,0.08,10.5,0,1,1,0.08,52,46,4,4,0,26.32,2006,reg
Paul Dalglish,HOU,F,6,3,313,2,1,13,7,0,0/0,1,1,0.58,15.4,1,1,0,0.29,11,1,6,3,0,53.85,2006,reg
Clint Mathis,COL,M,25,16,1342,2,1,31,9,1,0/0,2,0,0.13,6.5,0,0,1,0.07,19,14,1,3,1,29.03,2006,reg
Eddie Johnson,KC ,F,19,18,1480,2,1,47,21,0,0/1,2,0,0.12,4.3,0,1,0,0.06,24,38,22,2,0,44.68,2006,reg
Jimmy Conrad,KC ,D,15,14,1252,2,0,7,5,1,0/0,2,0,0.14,28.6,0,0,0,0.0,18,15,0,3,1,71.43,2006,reg
Cornell Glen,COL,F,5,3,248,2,0,7,5,1,0/0,0,2,0.73,28.6,0,0,0,0.0,8,6,3,2,0,71.43,2006,reg
Ryan Pore,KC ,M,19,4,560,2,0,14,7,0,0/0,1,1,0.32,14.3,0,0,0,0.0,11,10,4,0,0,50.0,2006,reg
Brad Davis,HOU,M,28,24,2035,1,11,42,19,0,0/0,0,1,0.04,2.4,3,8,3,0.49,31,53,6,4,0,45.24,2006,reg
Ronnie O'Brien,DAL,M,27,26,2331,1,11,69,24,0,0/0,0,1,0.04,1.4,4,3,8,0.42,45,24,7,4,0,34.78,2006,reg
Richard Mulrooney,DAL,M,25,23,2075,1,9,12,5,0,0/0,0,1,0.04,8.3,4,5,4,0.39,21,29,4,1,0,41.67,2006,reg
Chris Armas,CHI,M,27,27,2366,1,5,20,6,1,0/0,1,0,0.04,5.0,3,3,2,0.19,35,29,0,5,0,30.0,2006,reg
Brian Carroll,DC ,M,31,31,2779,1,3,12,4,0,0/0,1,0,0.03,8.3,1,0,3,0.1,44,27,0,6,0,33.33,2006,reg
Josh Gardner,LA ,M,18,12,1055,1,3,13,5,0,0/0,1,0,0.09,7.7,0,1,2,0.26,22,17,4,3,0,38.46,2006,reg
Pat Noonan,NE ,F,14,12,850,1,3,16,5,1,0/0,1,0,0.11,6.3,0,1,2,0.32,11,25,9,1,0,31.25,2006,reg
Jack Jewsbury,KC ,M,28,19,1814,1,3,28,12,1,0/0,1,0,0.05,3.6,2,2,1,0.15,32,25,0,4,0,42.86,2006,reg
Ritchie Kotschau,CLB,D,26,23,2109,1,2,6,1,1,0/0,0,1,0.04,16.7,0,2,0,0.09,33,11,1,4,0,16.67,2006,reg
C.J. Brown,CHI,D,28,28,2429,1,2,7,3,1,0/0,0,1,0.04,14.3,0,2,0,0.07,34,21,0,3,0,42.86,2006,reg
Greg Vanney,DAL,D,28,28,2510,1,2,9,3,0,0/0,0,1,0.04,11.1,0,2,0,0.07,23,9,0,3,0,33.33,2006,reg
Ezra Hendrickson,CHV,D,24,20,1867,1,2,15,5,0,0/0,1,0,0.05,6.7,1,1,1,0.1,25,12,2,1,0,33.33,2006,reg
Jacob Thomas,CLB,F,19,13,1070,1,2,21,9,1,0/0,1,0,0.08,4.8,0,2,0,0.17,14,33,15,1,0,42.86,2006,reg
Jerrod Laventure,NY ,F,5,0,68,1,1,2,1,0,0/0,0,1,1.32,50.0,0,0,1,1.32,2,3,0,0,0,50.0,2006,reg
Brent Whitfield,CHV,M,11,3,362,1,1,4,3,0,0/0,1,0,0.25,25.0,1,1,0,0.25,7,3,0,0,0,75.0,2006,reg
Bobby Boswell,DC ,D,30,30,2700,1,1,5,4,0,0/0,0,1,0.03,20.0,0,1,0,0.03,32,15,0,8,0,80.0,2006,reg
Jamil Walker,DC ,M-F,19,3,406,1,1,7,5,0,0/0,0,1,0.22,14.3,0,1,0,0.22,3,4,3,0,0,71.43,2006,reg
Shavar Thomas,KC ,D,26,24,2147,1,1,7,3,0,0/0,0,1,0.04,14.3,0,1,0,0.04,31,12,0,5,0,42.86,2006,reg
Gonzalo Segares,CHI,D,25,22,1983,1,1,7,2,0,0/0,0,1,0.05,14.3,0,0,1,0.05,35,22,0,8,0,28.57,2006,reg
Mark Wilson,DAL,M,12,7,581,1,1,7,2,1,0/0,1,0,0.15,14.3,0,0,1,0.15,7,9,0,0,0,28.57,2006,reg
Clyde Simms,DC ,M,24,14,1350,1,1,8,5,1,0/0,1,0,0.07,12.5,1,1,0,0.07,11,7,1,0,0,62.5,2006,reg
Chad Marshall,CLB,D,26,25,2255,1,1,11,3,0,0/0,0,1,0.04,9.1,1,0,1,0.04,36,17,0,1,0,27.27,2006,reg
Lucio Filomeno,DC ,F,11,5,436,1,1,11,5,0,0/0,1,0,0.21,9.1,0,0,1,0.21,11,10,3,2,0,45.45,2006,reg
Drew Moor,COL,D,27,26,2280,1,1,12,5,0,0/0,0,1,0.04,8.3,0,1,0,0.04,25,20,2,6,0,41.67,2006,reg
Calen Carr,CHI,F,22,3,494,1,1,12,8,0,0/0,1,0,0.18,8.3,0,1,0,0.18,18,16,4,3,1,66.67,2006,reg
Brian Plotkin,CHI,M,14,4,526,1,1,14,4,0,0/0,0,1,0.17,7.1,1,1,0,0.17,10,7,1,2,0,28.57,2006,reg
Ned Grabavoy,CLB,M,17,5,736,1,1,14,5,1,0/0,1,0,0.12,7.1,1,0,1,0.12,16,11,2,1,0,35.71,2006,reg
Kyle Martino,CLB,M,15,10,955,1,1,17,8,1,0/0,0,1,0.09,5.9,0,0,1,0.09,12,32,3,2,0,47.06,2006,reg
Jeff Larentowicz,ATL,M,26,19,1974,1,1,20,5,1,0/0,1,0,0.05,5.0,0,0,1,0.05,47,29,1,4,0,25.0,2006,reg
Jose Retiz,CLB,M,22,21,1731,1,1,22,7,0,0/0,1,0,0.05,4.5,0,0,1,0.05,41,47,1,7,1,31.82,2006,reg
Alex Zotinca,KC ,D,24,15,1301,1,1,23,7,0,0/0,0,1,0.07,4.3,0,1,0,0.07,28,20,1,3,0,30.43,2006,reg
Jim Curtin,CHI,D,11,7,660,1,0,1,1,0,0/0,0,1,0.14,100.0,0,0,0,0.0,11,3,1,1,0,100.0,2006,reg
Chris Brown,RSL,M-F,9,3,296,1,0,1,1,0,0/0,0,1,0.3,100.0,0,0,0,0.0,4,1,0,0,0,100.0,2006,reg
Jafet Soto,RSL,M,8,1,192,1,0,2,2,0,0/0,0,1,0.47,50.0,0,0,0,0.0,1,3,2,0,0,100.0,2006,reg
Aaron Pitchkolan,DAL,D,10,0,92,1,0,2,1,1,0/0,1,0,0.98,50.0,0,0,0,0.0,3,0,0,1,0,50.0,2006,reg
Ryan Cochrane,HOU,D,27,24,2172,1,0,3,2,0,0/0,0,1,0.04,33.3,0,0,0,0.0,28,9,1,4,0,66.67,2006,reg
Jordan Cila,NY ,F-M,4,0,78,1,0,3,3,0,0/0,1,0,1.15,33.3,0,0,0,0.0,1,1,0,0,0,100.0,2006,reg
Chris Wondolowski,SJ,F,6,4,198,1,0,4,2,0,0/0,0,1,0.45,25.0,0,0,0,0.0,4,2,1,0,0,50.0,2006,reg
Jose Manuel Abundis,NE ,F,2,2,140,1,0,4,2,1,0/0,1,0,0.64,25.0,0,0,0,0.0,3,2,2,0,0,50.0,2006,reg
Nick Garcia,KC ,D,29,29,2519,1,0,4,3,0,0/0,1,0,0.04,25.0,0,0,0,0.0,29,31,0,6,1,75.0,2006,reg
Matias Donnet,DC ,M,8,7,520,1,0,5,3,1,0/0,1,0,0.17,20.0,0,0,0,0.0,5,3,0,1,0,60.0,2006,reg
Adrian Serioux,HOU,D,20,15,1411,1,0,6,3,0,0/0,0,1,0.06,16.7,0,0,0,0.0,26,38,1,4,0,50.0,2006,reg
Stuart Holden,HOU,M,13,3,341,1,0,6,3,0,0/0,1,0,0.26,16.7,0,0,0,0.0,8,3,1,0,0,50.0,2006,reg
Leonard Bisaku,CLB,M,7,4,336,1,0,6,3,0,0/0,0,1,0.27,16.7,0,0,0,0.0,11,7,0,2,0,50.0,2006,reg
David Wagenfuhr,DAL,D,13,5,491,1,0,6,2,1,0/0,1,0,0.18,16.7,0,0,0,0.0,13,7,0,0,0,33.33,2006,reg
Dasan Robinson,CHI,D,23,23,2054,1,0,8,1,1,0/0,1,0,0.04,12.5,0,0,0,0.0,40,52,0,5,0,12.5,2006,reg
Dominic Oduro,DAL,M,16,3,410,1,0,9,3,0,0/0,1,0,0.22,11.1,0,0,0,0.0,10,6,5,0,0,33.33,2006,reg
Eric Vasquez,CLB,M,12,4,501,1,0,9,2,0,0/0,0,1,0.18,11.1,0,0,0,0.0,8,8,1,0,0,22.22,2006,reg
Khano Smith,NE ,M,10,2,340,1,0,10,4,1,0/0,1,0,0.26,10.0,0,0,0,0.0,9,7,0,4,0,40.0,2006,reg
Fabrice Noel,COL,F,9,3,369,1,0,11,7,0,0/0,1,0,0.24,9.1,0,0,0,0.0,6,19,3,0,0,63.64,2006,reg
Daniel Wasson,COL,D,17,7,712,1,0,12,6,0,0/0,0,1,0.13,8.3,0,0,0,0.0,8,6,1,1,0,50.0,2006,reg
Ricardo Virtuoso,CLB,F,10,7,571,1,0,15,8,0,0/0,0,1,0.16,6.7,0,0,0,0.0,15,18,2,1,0,53.33,2006,reg
Douglas Sequeira,RSL,M,18,13,1246,1,0,16,4,1,0/0,1,0,0.07,6.3,0,0,0,0.0,29,14,3,3,1,25.0,2006,reg
Terry Cooke,COL,M,23,22,1997,0,12,31,13,0,0/0,0,0,0.0,0.0,3,9,3,0.54,3,18,1,0,0,41.94,2006,reg
Ivan Guerrero,CHI,M,29,29,2526,0,9,20,12,0,0/1,0,0,0.0,0.0,2,4,5,0.32,18,35,6,2,0,60.0,2006,reg
Sacha Kljestan,LA,M,32,31,2676,0,7,22,8,0,0/0,0,0,0.0,0.0,2,4,3,0.24,50,32,3,5,0,36.36,2006,reg
Jose Cancela,NE ,M,21,15,1385,0,5,28,15,0,0/0,0,0,0.0,0.0,0,4,1,0.32,16,67,3,0,0,53.57,2006,reg
Mark Lisi,NY ,M,9,7,506,0,4,3,2,0,0/0,0,0,0.0,0.0,1,3,1,0.71,10,4,0,2,0,66.67,2006,reg
Jay Heaps,NE ,D,31,31,2790,0,4,11,2,0,0/0,0,0,0.0,0.0,3,2,2,0.13,33,34,1,7,0,18.18,2006,reg
Paulo Nagamura,LA ,M,29,26,2371,0,4,30,9,0,0/0,0,0,0.0,0.0,1,2,2,0.15,48,51,2,5,0,30.0,2006,reg
Marvell Wynne,NY ,D,28,23,2169,0,3,10,5,0,0/0,0,0,0.0,0.0,2,3,0,0.12,19,18,0,4,1,50.0,2006,reg
Wade Barrett,HOU,D,31,31,2756,0,3,14,5,0,0/0,0,0,0.0,0.0,0,1,2,0.1,25,19,6,1,1,35.71,2006,reg
Tony Lochhead,NE ,D,16,9,797,0,2,0,0,0,0/0,0,0,0.0,0.0,0,0,2,0.23,11,6,0,1,0,,2006,reg
Matt Groenwald,KC ,M,19,16,1221,0,2,1,1,0,0/0,0,0,0.0,0.0,1,1,1,0.15,9,16,1,0,0,100.0,2006,reg
Danny O'Rourke,NY ,D,28,27,2400,0,2,7,1,0,0/0,0,0,0.0,0.0,1,1,1,0.08,59,43,0,7,1,14.29,2006,reg
Duncan Oughton,CLB,D,9,9,776,0,2,8,3,0,0/0,0,0,0.0,0.0,1,2,0,0.23,19,20,4,1,0,37.5,2006,reg
Eric Denton,COL,D,22,22,1890,0,2,10,1,0,0/0,0,0,0.0,0.0,1,1,1,0.1,22,13,3,2,1,10.0,2006,reg
Quavas Kirk,LA ,F,22,10,990,0,2,10,2,0,0/0,0,0,0.0,0.0,0,1,1,0.18,14,20,2,0,0,20.0,2006,reg
Chris Gbandi,DAL,D,28,27,2393,0,2,14,7,0,0/0,0,0,0.0,0.0,2,1,1,0.08,25,28,4,3,1,50.0,2006,reg
Willis Forko,RSL,D,26,26,2254,0,1,0,0,0,0/0,0,0,0.0,0.0,0,0,1,0.04,19,30,1,2,0,,2006,reg
Lawson Vaughn,CHV,D,17,11,1045,0,1,0,0,0,0/0,0,0,0.0,0.0,0,0,1,0.09,23,8,0,3,0,,2006,reg
Carlos Mendes,NY ,D,31,31,2751,0,1,0,0,0,0/0,0,0,0.0,0.0,0,1,0,0.03,35,21,0,6,0,,2006,reg
Jared Montz,CHI,D,1,0,13,0,1,0,0,0,0/0,0,0,0.0,0.0,0,1,0,6.92,1,0,0,0,0,,2006,reg
Ryan Raybould,KC ,D-M,8,6,583,0,1,1,0,0,0/0,0,0,0.0,0.0,0,0,1,0.15,7,11,0,2,1,0.0,2006,reg
Tony Sanneh,CHI,D,19,15,1295,0,1,1,0,0,0/0,0,0,0.0,0.0,0,1,0,0.07,15,9,0,0,0,0.0,2006,reg
