"Item_Name","Item_Description","Food_Category","Calories","Total_Fat","Saturated_Fat","Trans_Fat","Cholesterol","Sodium","Potassium","Carbohydrates","Protein","Sugar","Dietary_Fiber","Calories_100g","Total_Fat_100g","Saturated_Fat_100g","Trans_Fat_100g","Cholesterol_100g","Sodium_100g","Potassium_100g","Carbohydrates_100g","Protein_100g","Sugar_100g","Dietary_Fiber_100g"
"Jr Bacon Cheeseburger","Jr Bacon Cheeseburger w/ 100% Beef Patty, Bacon, American Cheese, Mayonnaise & Ketchup, Burgers & More, Value Menu","Burgers",480,31,10,1,45,860,220,32,19,5,1,372,24,8,1,35,667,171,25,15,4,1
"Big Cheeseburger","Big Cheeseburger, Burgers & More, Value Menu","Burgers",540,37,12,1.5,70,700,250,30,25,5,1,342,23,8,1,44,443,158,19,16,3,1
"Sourdough Jack","Sourdough Jack on Toasted Sourdough Bread w/ 100% Beef Patty, Bacon, Tomato, Swiss Style Cheese, Mayonnaise & Ketchup, Burgers & More","Burgers",700,45,15,1.5,95,1180,450,39,35,7,3,308,20,7,1,42,520,198,17,15,3,1
"Jumbo Jack Cheeseburger","Jumbo Jack Cheeseburger on a Buttery Bakery Bun w/ 100% Beef Patty, 2 Slices of American Cheese, Lettuce, Tomato, Pickles, Chopped Onions, Mayonnaise & Ketchup, Burgers & More, Value Menu","Burgers",600,40,14,1.5,80,990,400,33,28,6,2,245,16,6,1,33,404,163,13,11,2,1
"Ultimate Cheeseburger","Ultimate Cheeseburger on a Buttery Bun w/ 2 Beef Patties, American & Swiss Style Cheeses, Mayonnaise, Mustard & Ketchup, Burgers & More","Burgers",840,59,23,3,150,1180,470,31,47,5,1,332,23,9,1,59,466,186,12,19,2,0
"Bacon Ultimate Cheeseburger","Bacon Ultimate Cheeseburger on a Buttery Bun w/ 2 Beef Patties, American Cheese, Swiss Cheese, Mayonnaise, Mustard, Ketchup & 3 Slices Bacon, Burgers & More","Burgers",930,65,25,3,165,1590,570,32,55,6,1,342,24,9,1,61,585,210,12,20,2,0
"Jr Jack","Jr Jack on a Regular Bun w/ Beef Patty, Lettuce, Tomato, Pickle, Chopped Onions, Mayonnaise & Ketchup, Better For You, Value Menu, Burgers & More","Burgers",420,26,7,1,30,560,240,33,14,6,2,280,17,5,1,20,373,160,22,9,4,1
"Jr Jack Cheeseburger","Jr Jack Cheeseburger w/ Beef Patty, Tomato, Pickle, Lettuce, Chopped Onions, Ketchup & Mayonnaise, also called Jr Jack, Burgers & More, Value Menu","Burgers",460,29,9,1,40,760,260,33,16,6,2,286,18,6,1,25,472,161,20,10,4,1
"Stacked Grilled Cheese Burger Munchie Meal","Stacked Grilled Cheese Burger Munchie Meal on Sourdough w/ Grilled Cheese, Cheeseburger, 2 Tacos, Halfsie Fries & 1 Small Fountain Drink, Jack's Munchie Meals","Burgers",1890,94,27,2.5,130,3660,1460,213,56,79,13,152,8,2,0,10,295,118,17,5,6,1
"Hella Peno Burger Munchie Meal","Hella Peno Burger Munchie Meal w/ 20 fl oz Coca Cola Small Fountain Drink, Jack's Munchie Meals, 9PM to 5AM","Burgers",1810,89,24,2.5,115,3830,1340,210,50,78,12,148,7,2,0,9,313,109,17,4,6,1
"Spicy Sriracha Burger","Spicy Sriracha Burger on Toasted Sourdough Bread w/ 100% Beef Patty, Hickory Smoked Bacon, Sliced Jalapenos, Swiss Style Cheese, Shredded Lettuce, Tomatoes & Creamy Sriracha Sauce, Burgers & More","Burgers",680,45,14,1.5,90,1330,470,38,33,6,3,275,18,6,1,36,538,190,15,13,2,1
"Double Jack","Double Jack on a Buttery Bun w/ 2 100% Beef Patties, American Cheese, Tomatoes, Lettuce & Mayonnaise, Burgers & More","Burgers",830,58,22,3,140,1130,600,34,46,7,2,260,18,7,1,44,354,188,11,14,2,1
"Classic Buttery Jack","Classic Buttery Jack on a Gourmet Signature Bun w/ 1/4 lb Beef Patty, Garlic Herb Butter, Provolone Cheese, Tomato Sauce, Lettuce & Sliced Tomatoes, Burgers & More","Burgers",816,52,23,2,128,1148,484,50,37,12,4,302,19,9,1,47,425,179,19,14,4,1
"Bacon & Swiss Buttery Jack","Bacon & Swiss Buttery Jack on a Gourmet Signature Bun w/ 1/4 lb Beef Patty, Garlic Herb Butter, Hickory Smoked Bacon, Swiss Cheese & Creamy Bacon Mayonnaise, Burgers & More","Burgers",887,59,25,2,145,1346,435,48,42,11,3,370,25,10,1,60,561,181,20,18,5,1
"Brunch Burger","Brunch Burger on a Buttery Croissant w/ 100% Beef Patty, Fried Egg, American Cheese, 2 Slices of Hickory Smoked Bacon & Mayonnaise, Brunchfast","Burgers",770.49,55.27,21.55,1.97,321.89,732.37,379.11,32.18,36.67,3.38,1.74,359,26,10,1,150,341,177,15,17,2,1
"Triple Bacon Buttery Jack","Triple Bacon Buttery Jack w/ Hickory Smoked Bacon, Bacon Mayo & Bacon Butter, Burgers","Burgers",902.28,59.48,24.76,1.82,143.08,1379.83,446.94,49.88,42.09,12.07,3.65,346,23,10,1,55,529,171,19,16,5,1
"Krystal","Krystal on Krystals Signature Bun w/ Beef Patty, Diced Onions, Mustard & Dill Pickle, Famous Krystals, Lunch & Dinner, also called Famous Krystal","Burgers",130,6,2.5,0,15,330,NA,20,6,2,1,200,9,4,0,23,508,NA,31,9,3,2
"Cheese Krystal","Cheese Krystal w/ Beef Patty, American Cheese, Diced Onion, Mustard & Dill Pickle, Famous Krystals, Lunch & Dinner","Burgers",160,8,4,0,20,470,NA,20,7,2,1,219,11,5,0,27,644,NA,27,10,3,1
"Bacon Cheese Krystal","Bacon Cheese Krystal on a Signature Bun w/ Beef Patty, Bacon, American Cheese, Diced Onion, Mustard & Dill Pickle, Famous Krystals, Lunch & Dinner","Burgers",200,11,5,0,30,580,NA,20,8,2,1,253,14,6,0,38,734,NA,25,10,3,1
"Double Cheese Krystal","Double Cheese Krystal, Lunch & Dinner","Burgers",350,17,8,1,45,860,NA,34,15,4,2,254,12,6,1,33,623,NA,25,11,3,1
"Double Krystal","Double Krystal, Lunch & Dinner","Burgers",290,13,6,0.5,35,580,NA,33,12,4,2,236,11,5,0,28,472,NA,27,10,3,2
"BA Burger","BA Burger, Lunch & Dinner","Burgers",550,35,10,1,50,770,NA,46,17,7,3,262,17,5,0,24,367,NA,22,8,3,1
"BA Double Bacon Cheese","BA Double Bacon Cheese, Lunch & Dinner","Burgers",850,59,22,2,120,1580,NA,48,32,8,3,281,19,7,1,40,521,NA,16,11,3,1
"BBQ Bacon & Cheese BA","BBQ Bacon & Cheese BA, Lunch & Dinner","Burgers",640,36,15,1,75,1170,NA,58,22,17,2,266,15,6,0,31,485,NA,24,9,7,1
"BA Chili Cheese","BA Chili Cheese, Lunch & Dinner","Burgers",390,20,9,1,55,620,NA,38,19,5,2,234,12,5,1,33,371,NA,23,11,3,1
"Chili Cheese Krystal","Chili Cheese Krystal, Lunch & Dinner","Burgers",290,19,10,0.5,50,670,NA,22,15,3,2,252,17,9,0,43,583,NA,19,13,3,2
"Cheese, Hot N Ready Classic 14"" Round Pizza","Cheese, Hot N Ready Classic 14"" Round Pizza w/ Mozzarella & Muenster Cheese, Pizza","Pizza",1960,66,33,2,145,3380,NA,247,97,25,12,214,7,4,0,16,370,NA,27,11,3,1
"Pepperoni, Hot N Ready Classic 14"" Round Pizza","Pepperoni, Hot N Ready Classic 14"" Round Pizza, Pizza","Pizza",2220,90,41,2,195,4340,NA,249,107,26,12,229,9,4,0,20,448,NA,26,11,3,1
"Pepperoni, Hot N Ready Deep Deep Dish Pizza","Pepperoni, Hot N Ready Deep Deep Dish Pizza w/ Pepperoni, Mozzarella & Muenster, Pizza","Pizza",2820,116,53,3,220,4990,NA,317,130,29,16,237,10,4,0,18,419,NA,27,11,2,1
"Cheese, Hot N Ready Deep Deep Dish Pizza","Cheese, Hot N Ready Deep Deep Dish Pizza w/ Mozzarella & Muenster, Pizza","Pizza",2550,91,44,2,165,3960,NA,315,119,29,15,225,8,4,0,15,350,NA,28,11,3,1
"Ultimate Supreme Pizza","Ultimate Supreme Pizza w/ Pepperoni, Italian Sausage, Green Peppers, Mushrooms & Onions, Optional Round Pizzas, Pizza","Pizza",2410,103,46,3,215,5000,NA,258,116,29,15,201,9,4,0,18,418,NA,22,10,2,1
"3 Meat Treat Pizza","3 Meat Treat Pizza w/ Pepperoni, Italian Sausage & Bacon, Optional Round Pizzas, Pizza","Pizza",2680,131,56,3,270,5730,NA,250,128,26,13,248,12,5,0,25,530,NA,23,12,2,1
"Hula Hawaiian Pizza w/ Ham","Hula Hawaiian Pizza w/ Ham & Pineapple, Optional Round Pizzas, Pizza","Pizza",2180,71,34,2,195,4740,NA,276,116,51,13,183,6,3,0,16,398,NA,23,10,4,1
"Hula Hawaiian Pizza w/ Canadian Bacon","Hula Hawaiian Pizza w/ Canadian Bacon & Pineapple, Optional Round Pizzas, Pizza","Pizza",2210,72,34,2,190,4970,NA,276,118,52,13,185,6,3,0,16,417,NA,23,10,4,1
"Veggie Pizza","Veggie Pizza w/ Green Peppers, Onions, Mushrooms & Black Olives & Italian Seasoning, Optional Round Pizzas, Pizza","Pizza",2130,81,35,2,145,4550,NA,260,103,32,16,184,7,3,0,13,392,NA,22,9,3,1
"Spinach Alfredo Pizza, Original Crust, Small, 1 Slice","Spinach Alfredo Pizza on Original Crust w/ Spinach, Garlic Parmesan Alfredo Sauce & Mozzarella Cheese, Small, 1 Slice, Papa's Meatless Specialties, Pizza","Pizza",190,7,3,0,15,460,NA,24,7,2,1,244,9,4,0,19,590,NA,31,9,3,1
"Spinach Alfredo Pizza, Thin Crust, Large, 1 Slice","Spinach Alfredo Pizza on Thin Crust w/ Mozzarella Cheese, Spinach & Garlic Parmesan Alfredo Sauce, Large, 1 Slice, Papa's Meatless Specialties","Pizza",220,12,4.5,0,25,350,NA,21,8,1,1,278,15,6,0,32,443,NA,27,10,1,1
"Cheese Pizza, Original Crust, Small, 1 Slice","Cheese Pizza on Original Crust, Small, 1 Slice, Papa's Picks","Pizza",180,6,2.5,0,15,440,NA,25,7,3,1,225,8,3,0,19,550,NA,31,9,4,1
"Spinach Alfredo Pizza, Original Crust, Medium, 1 Slice","Spinach Alfredo Pizza on Original Crust w/ Mozzarella Cheese, Spinach & Garlic Parmesan Alfredo Sauce, Medium, 1 Slice, Papa's Meatless Specialties","Pizza",200,8,3.5,0,20,500,NA,26,8,3,1,238,10,4,0,24,595,NA,31,10,4,1
"Pepperoni Pizza, Original Crust, Small","Pepperoni Pizza on Original Crust, Small, 1 Slice, Papa's Picks, Pizza","Pizza",220,9,4,0,20,580,NA,25,8,3,1,253,10,5,0,23,667,NA,29,9,3,1
"Tuscan Six Cheese Pizza, Original Crust, Small, 1 Slice","Tuscan Six Cheese Pizza on Original Crust w/ Parmesan, Romano, Asiago, Fontina, Provolone & Mozzarella Cheese, Signature Pizza Sauce & Italian Herb Seasonings, Small, 1 Slice, Papa's Meatless Specialties","Pizza",220,9,4,0,20,540,NA,25,10,3,1,247,10,4,0,22,607,NA,28,11,3,1
"Sausage Pizza, Original Crust, Small","Sausage Pizza on Original Crust w/ Signature Pizza Sauce, Sausage & Mozzarella Cheese, Small, 1 Slice, Papa's Picks, Pizza","Pizza",220,10,4,0,20,550,NA,25,8,3,1,244,11,4,0,22,611,NA,28,9,3,1
"Cheese Pizza, Original Crust, Medium","Cheese Pizza on Original Crust w/ Signature Pizza Sauce & Mozzarella Cheese, Medium, 1 Slice, Papa's Picks, Pizza","Pizza",210,8,3.5,0,20,530,NA,26,8,3,1,231,9,4,0,22,582,NA,29,9,3,1
"Pepperoni Pizza, Original Crust, Medium, 1 Slice","Pepperoni Pizza on Original Crust w/ Signature Pizza Sauce, Premium Pepperoni & Mozzarella Cheese, Medium, 1 Slice, Papa's Picks","Pizza",230,10,4,0,20,610,NA,26,9,3,1,253,11,4,0,22,670,NA,29,10,3,1
"Pepperoni Pizza, Thin Crust, Large, 1 Slice","Pepperoni Pizza on Thin Crust w/ Signature Pizza Sauce, Premium Pepperoni & Mozzarella Cheese, Large, 1 Slice, Papa's Picks","Pizza",270,16,6,0,30,530,NA,22,10,2,1,287,17,6,0,32,564,NA,23,11,2,1
"Garden Fresh Pizza, Original Crust, Small, 1 Slice","Garden Fresh Pizza on Original Crust w/ Green Peppers, Fresh Sliced Onions, Crimini Mushrooms, Black Olives & Vine Ripened Roma Tomatoes, Small, 1 Slice, Papa's Meatless Specialties","Pizza",140,4.5,2,0,10,350,NA,20,5,3,1,179,6,3,0,13,449,NA,26,6,4,1
"Tuscan Six Cheese Pizza, Original Crust, Medium, 1 Slice","Tuscan Six Cheese Pizza on Original Crust w/ Parmesan, Romano, Asiago, Fontina, Provolone & Mozzarella Cheese, Signature Pizza Sauce & Italian Herb Seasonings, Medium, 1 Slice, Papa's Meatless Specialties","Pizza",230,9,4.5,0,25,580,NA,26,10,3,1,245,10,5,0,27,617,NA,28,11,3,1
"Sausage Pizza, Original Crust, Medium","Sausage Pizza on Original Crust w/ Signature Pizza Sauce, Sausage & Mozzarella Cheese, Medium, 1 Slice, Papa's Picks","Pizza",240,11,4.5,0,20,600,NA,26,8,3,1,253,12,5,0,21,632,NA,27,8,3,1
"The Meats Pizza, Original Crust, Small, 1 Slice","The Meats Pizza on Original Crust w/ Premium Pepperoni, Savory Sausage, Real Beef, Bacon & Julienne Cut Canadian Bacon, Small, 1 Slice, Papa's Signature Specialties","Pizza",250,12,4.5,0,25,700,NA,25,10,3,1,250,12,5,0,25,700,NA,25,10,3,1
"Cheese Pizza, Thin Crust, Large, 1 Slice","Cheese Pizza on Thin Crust w/ Signature Pizza Sauce & Mozzarella Cheese, Large, 1 Slice, Papa's Picks","Pizza",230,12,5,0,25,380,NA,22,9,2,1,256,13,6,0,28,422,NA,24,10,2,1
"Tuscan Six Cheese Pizza, Thin Crust, Large, 1 Slice","Tuscan Six Cheese Pizza on Thin Crust w/ Parmesan, Romano, Asiago, Fontina, Provolone & Mozzarella Cheese, Signature Pizza Sauce & Italian Herb Seasonings, Large, 1 Slice, Papa's Meatless Specialties, Pizza","Pizza",260,14,6,0,30,460,NA,22,12,2,1,271,15,6,0,31,479,NA,23,13,2,1
"Sausage Pizza, Thin Crust, Large, 1 Slice","Sausage Pizza on Thin Crust w/ Signature Pizza Sauce, Sausage & Mozzarella Cheese, Large, 1 Slice, Papa's Picks","Pizza",270,16,6,0,30,490,NA,22,9,2,1,278,16,6,0,31,505,NA,23,9,2,1
"The Meats Pizza, Original Crust, Medium, 1 Slice","The Meats Pizza on Original Crust w/ Premium Pepperoni, Savory Sausage, Real Beef, Bacon & Julienne Cut Canadian Bacon, Medium, 1 Slice, Papa's Signature Specialties","Pizza",250,12,5,0,25,710,NA,26,11,3,1,245,12,5,0,25,696,NA,25,11,3,1
"BBQ Chicken Bacon Pizza, Original Crust, Small, 1 Slice","BBQ Chicken Bacon Pizza on Original Crust w/ Zesty BBQ Sauce, Grilled All White Meat Chicken, Bacon & Fresh Sliced Onions, Small, 1 Slice, Papa's Signature Specialties","Pizza",230,8,3,0,25,690,NA,30,10,2,1,228,8,3,0,25,683,NA,30,10,2,1
"The Meats Pizza, Thin Crust, Large, 1 Slice","The Meats Pizza on Thin Crust w/ Premium Pepperoni, Savory Sausage, Real Beef, Bacon & Julienne Cut Canadian Bacon, Large, 1 Slice, Papa's Signature Specialties","Pizza",310,19,7,0,40,710,NA,22,13,2,1,277,17,6,0,36,634,NA,20,12,2,1
"BBQ Chicken Bacon Pizza, Medium, 1 Slice","BBQ Chicken Bacon Pizza on Original Crust w/ Zesty BBQ Sauce, Grilled All White Meat Chicken, Bacon & Fresh Sliced Onions, Medium, 1 Slice, Papa's Signature Specialties","Pizza",250,8,3.5,0,25,740,NA,32,11,3,1,234,7,3,0,23,692,NA,30,10,3,1
"The Works Pizza, Original Crust, Small, 1 Slice","The Works Pizza on Original Crust w/ Premium Pepperoni, Julienne Cut Canadian Bacon, Spicy Italian Sausage, Fresh Sliced Onions, Green Peppers, Crimini Mushrooms & Black Olives, Small, 1 Slice, Papa's Signature Specialties","Pizza",220,9,3.5,0,20,620,NA,26,9,3,1,210,9,3,0,19,590,NA,25,9,3,1
"Hawaiian BBQ Chicken Pizza, Original Crust, Small, 1 Slice","Hawaiian BBQ Chicken Pizza on Original Crust w/ Zesty BBQ Sauce, Grilled All White Meat Chicken, Bacon, Fresh Sliced Onions & Pineapple Tidbits, Small, 1 Slice, Papa's Signature Specialties","Pizza",240,8,3,0,25,690,NA,31,10,8,1,218,7,3,0,23,627,NA,28,9,7,1
"The Works Pizza, Original Crust, Medium, 1 Slice","The Works Pizza on Original Crust w/ Premium Pepperoni, Julienne Cut Canadian Bacon, Spicy Italian Sausage, Fresh Sliced Onions, Green Peppers, Crimini Mushrooms & Black Olives, Medium, 1 Slice, Papa's Signature Specialties","Pizza",230,9,4,0,20,650,NA,27,9,3,1,209,8,4,0,18,591,NA,25,8,3,1
"Garden Fresh Pizza, Original Crust, Medium, 1 Slice","Garden Fresh Pizza on Original Crust w/ Green Peppers, Fresh Sliced Onions, Crimini Mushrooms, Black Olives & Vine Ripened Roma Tomatoes, Medium, 1 Slice, Papa's Meatless Specialties","Pizza",200,7,3,0,15,500,NA,27,8,4,2,182,6,3,0,14,455,NA,25,7,4,2
"BBQ Chicken Bacon Pizza, Thin Crust, Large","BBQ Chicken Bacon Pizza on Thin Crust w/ Zesty BBQ Sauce, Grilled All White Meat Chicken, Bacon & Fresh Sliced Onions, Large, 1 Slice, Papa's Signature Specialties","Pizza",290,13,5,0,35,690,NA,29,13,1,1,254,11,4,0,31,605,NA,25,11,1,1
"Hawaiian BBQ Chicken Pizza, Original Crust, Medium, 1 Slice","Hawaiian BBQ Chicken Pizza on Original Crust w/ Zesty BBQ Sauce, Grilled All White Meat Chicken, Bacon, Fresh Sliced Onions & Pineapple Tidbits, Medium, 1 Slice, Papa's Signature Specialties","Pizza",250,8,3.5,0,25,740,NA,33,11,9,1,216,7,3,0,22,638,NA,28,9,8,1
"Spinach Alfredo Pizza, Original Crust, Large, 1 Slice","Spinach Alfredo Pizza on Original Crust w/ Mozzarella Cheese, Spinach & Garlic Parmesan Alfredo Sauce, Large, 1 Slice, Papa's Meatless Specialties","Pizza",280,10,4.5,0,25,690,NA,36,11,4,1,241,9,4,0,22,595,NA,31,9,3,1
"The Works Pizza, Thin Crust, Large, 1 Slice","The Works Pizza on Thin Crust w/ Premium Pepperoni, Julienne Cut Canadian Bacon, Spicy Italian Sausage, Fresh Sliced Onions, Green Peppers, Crimini Mushrooms & Black Olives, Large, 1 Slice, Papa's Signature Specialties","Pizza",270,15,6,0,30,590,NA,23,11,2,2,223,12,5,0,25,488,NA,19,9,2,2
"Garden Fresh Pizza, Thin Crust, Large, 1 Slice","Garden Fresh Pizza on Thin Crust w/ Green Peppers, Fresh Sliced Onions, Crimini Mushrooms, Black Olives & Vine Ripened Roma Tomatoes, Large, 1 Slice, Papa's Meatless Specialties","Pizza",220,11,4,0,20,360,NA,24,8,3,2,176,9,3,0,16,288,NA,19,6,2,2
"Hawaiian BBQ Chicken Pizza, Thin Crust, Large, 1 Slice","Hawaiian BBQ Chicken Pizza on Thin Crust w/ Zesty BBQ Sauce, Grilled All White Meat Chicken, Bacon, Fresh Sliced Onions & Pineapple Tidbits, Large, 1 Slice, Papa's Signature Specialties","Pizza",290,13,5,0,35,690,NA,31,13,9,1,228,10,4,0,28,543,NA,24,10,7,1
"Pepperoni Pizza, Original Crust, Large, 1 Slice","Pepperoni Pizza on Original Crust w/ Signature Pizza Sauce, Premium Pepperoni & Mozzarella Cheese, Large, 1 Slice, Papa's Picks","Pizza",330,14,6,0,30,870,NA,37,13,4,2,254,11,5,0,23,669,NA,28,10,3,2
"Spinach Alfredo Pizza, Original Crust, Extra Large, 1 Slice","Spinach Alfredo Pizza on Original Crust w/ Mozzarella Cheese, Spinach & Garlic Parmesan Alfredo Sauce, Extra Large, 1 Slice, Papa's Meatless Specialties","Pizza",300,11,4.5,0,25,740,NA,39,11,4,2,240,9,4,0,20,592,NA,31,9,3,2
"Cheese Pizza, Original Crust, Large, 1 Slice","Cheese Pizza on Original Crust w/ Signature Pizza Sauce & Mozzarella Cheese, Large, 1 Slice, Papa's Picks","Pizza",290,10,4.5,0,25,720,NA,37,11,4,2,232,8,4,0,20,576,NA,30,9,3,2
"Tuscan Six Cheese Pizza, Original Crust, Large, 1 Slice","Tuscan Six Cheese Pizza on Original Crust w/ Parmesan, Romano, Asiago, Fontina, Provolone & Mozzarella Cheese, Signature Pizza Sauce & Italian Herb Seasonings, Large, 1 Slice, Papa's Meatless Specialties","Pizza",320,13,6,0,30,800,NA,38,14,4,2,241,10,5,0,23,602,NA,29,11,3,2
"Sausage Pizza, Original Crust, Large, 1 Slice","Sausage Pizza on Original Crust w/ Signature Pizza Sauce, Sausage & Mozzarella Cheese, Large, 1 Slice, Papa's Picks","Pizza",330,15,6,0,30,830,NA,37,12,4,2,246,11,4,0,22,619,NA,28,9,3,1
"Cheese Pizza, Original Crust, Extra Large, 1 Slice","Cheese Pizza on Original Crust w/ Signature Pizza Sauce & Mozzarella Cheese, Extra Large, 1 Slice, Papa's Picks","Pizza",300,10,4.5,0,25,740,NA,40,11,5,2,229,8,3,0,19,565,NA,31,8,4,2
"Tuscan Six Cheese Pizza, Original Crust, Extra Large, 1 Slice","Tuscan Six Cheese Pizza on Original Crust w/ Parmesan, Romano, Asiago, Fontina, Provolone & Mozzarella Cheese, Signature Pizza Sauce & Italian Herb Seasonings, Extra Large, 1 Slice, Papa's Meatless Specialties","Pizza",340,13,6,0,30,840,NA,40,15,5,2,245,9,4,0,22,604,NA,29,11,4,1
"Pepperoni Pizza, Original Crust, Extra Large, 1 Slice","Pepperoni Pizza on Original Crust w/ Signature Pizza Sauce, Premium Pepperoni & Mozzarella Cheese, Extra Large, 1 Slice, Papa's Picks","Pizza",340,14,6,0,30,900,NA,40,13,5,2,248,10,4,0,22,657,NA,29,9,4,1
"The Meats Pizza, Original Crust, Large, 1 Slice","The Meats Pizza on Original Crust w/ Premium Pepperoni, Savory Sausage, Real Beef, Bacon & Julienne Cut Canadian Bacon, Large, 1 Slice, Papa's Signature Specialties","Pizza",370,17,7,0,40,1050,NA,38,15,5,2,250,11,5,0,27,709,NA,26,10,3,1
"Sausage Pizza, Original Crust, Extra Large, 1 Slice","Sausage Pizza on Original Crust w/ Signature Pizza Sauce, Sausage & Mozzarella Cheese, Extra Large, 1 Slice, Papa's Picks","Pizza",350,15,6,0,30,860,NA,40,12,5,2,248,11,4,0,21,610,NA,28,9,4,1
"BBQ Chicken Bacon Pizza, Original Crust, Large, 1 Slice","BBQ Chicken Bacon Pizza on Original Crust w/ Zesty BBQ Sauce, Grilled All White Meat Chicken, Bacon & Fresh Sliced Onions, Large, 1 Slice, Papa's Signature Specialties","Pizza",350,12,5,0,35,1030,NA,45,15,4,2,233,8,3,0,23,687,NA,30,10,3,1
"The Meats Pizza, Original Crust, Extra Large, 1 Slice","The Meats Pizza on Original Crust w/ Premium Pepperoni, Savory Sausage, Real Beef, Bacon & Julienne Cut Canadian Bacon, Extra Large, 1 Slice, Papa's Signature Specialties","Pizza",400,19,8,0,40,1100,NA,40,16,5,2,253,12,5,0,25,696,NA,25,10,3,1
"The Works Pizza, Original Crust, Large, 1 Slice","The Works Pizza on Original Crust w/ Premium Pepperoni, Julienne Cut Canadian Bacon, Spicy Italian Sausage, Fresh Sliced Onions, Green Peppers, Crimini Mushrooms & Black Olives, Large, 1 Slice, Papa's Signature Specialties","Pizza",330,14,6,0,30,930,NA,39,13,5,2,210,9,4,0,19,592,NA,25,8,3,1
"Garden Fresh Pizza, Original Crust, Large, 1 Slice","Garden Fresh Pizza on Original Crust w/ Green Peppers, Fresh Sliced Onions, Crimini Mushrooms, Black Olives & Vine Ripened Roma Tomatoes, Large, 1 Slice, Papa's Meatless Specialties","Pizza",280,9,4,0,20,700,NA,39,11,5,2,174,6,2,0,12,435,NA,24,7,3,1
"BBQ Chicken Bacon Pizza, Original Crust, Extra Large, 1 Slice","BBQ Chicken Bacon Pizza on Original Crust w/ Zesty BBQ Sauce, Grilled All White Meat Chicken, Bacon & Fresh Sliced Onions, Extra Large, 1 Slice, Papa's Signature Specialties","Pizza",370,12,5,0,35,1090,NA,48,16,4,2,233,8,3,0,22,686,NA,30,10,3,1
"Hawaiian BBQ Chicken Pizza, Original Crust, Large, 1 Slice","Hawaiian BBQ Chicken Pizza on Original Crust w/ Zesty BBQ Sauce, Grilled All White Meat Chicken, Bacon, Fresh Sliced Onions & Pineapple Tidbits, Large, 1 Slice, Papa's Signature Specialties","Pizza",350,12,5,0,35,1030,NA,46,15,12,2,213,7,3,0,21,628,NA,28,9,7,1
"Garden Fresh Pizza, Original Crust, Extra Large, 1 Slice","Garden Fresh Pizza on Original Crust w/ Green Peppers, Fresh Sliced Onions, Crimini Mushrooms, Black Olives & Vine Ripened Roma Tomatoes, Extra Large, 1 Slice, Papa's Meatless Specialties","Pizza",300,10,4,0,20,740,NA,42,11,6,2,174,6,2,0,12,430,NA,24,6,3,1
"Hawaiian BBQ Chicken Pizza, Original Crust, Extra Large, 1 Slice","Hawaiian BBQ Chicken Pizza on Original Crust w/ Zesty BBQ Sauce, Grilled All White Meat Chicken, Bacon, Fresh Sliced Onions & Pineapple Tidbits, Extra Large, 1 Slice, Papa's Signature Specialties","Pizza",370,12,5,0,35,1090,NA,50,16,13,2,214,7,3,0,20,630,NA,29,9,8,1
"The Works Pizza, Original Crust, Extra Large, 1 Slice","The Works Pizza on Original Crust w/ Premium Pepperoni, Julienne Cut Canadian Bacon, Spicy Italian Sausage, Fresh Sliced Onions, Green Peppers, Crimini Mushrooms & Black Olives, Extra Large, 1 Slice, Papa's Signature Specialties","Pizza",350,14,6,0,30,980,NA,42,14,5,2,207,8,4,0,18,580,NA,25,8,3,1
"BBQ Chicken Bacon Pizza, Pizza for One, 1 Slice","BBQ Chicken Bacon Pizza w/ Zesty BBQ Sauce, Grilled All White Meat Chicken, Bacon & Fresh Sliced Onions, Pizza for One, 1 Slice, Papa's Signature Specialties","Pizza",230,7,3,0,20,680,NA,30,10,3,1,230,7,3,0,20,680,NA,30,10,3,1
"Cheese Pizza, Original Crust, Pizza for One, 1 Slice","Cheese Pizza on Original Crust w/ Signature Pizza Sauce & Mozzarella Cheese, Pizza for One, 1 Slice, Papa's Picks, Pizza","Pizza",180,6,2.5,0,15,450,NA,25,7,3,1,222,7,3,0,19,556,NA,31,9,4,1
"Cheesy Chicken Cordon Bleu, Original Crust, Extra Large, 1 Slice","Cheesy Chicken Cordon Bleu on Original Crust w/ Spinach Alfredo Sauce, Grilled All White Chicken, Julienne Cut Canadian Bacon, Sliced Onions & Blend of Parmesan, Romano, Asiago, Fontina, Provolone & Mozzarella Cheese, Extra Large, 1 Slice, Papa's Gourmet, Pizza","Pizza",380,15,7,0,45,1060,NA,41,19,5,2,224,9,4,0,26,624,NA,24,11,3,1
