"year","gender","age","height_cm","waist_size_cm","inseam_cm","test_group","salary_self_report_in_k","months_active","num_purchases","amount_spent_annual"
2021,"woman",37,173,98,73,0,65.93,14,54,765.86
2019,"woman",20,166,89,77,0,55.15,20,65,572.54
2020,"woman",28,171,97,75,0,66.68,3,93,769.59
2022,"woman",27,171,92,73,0,81.26,6,53,854.79
2020,"woman",31,168,88,78,0,48.29,20,51,452.6
2020,"woman",40,169,100,72,0,79.83,6,95,792.11
2019,"woman",37,157,96,75,0,64.22,16,56,601.41
2020,"woman",22,169,88,77,0,65.32,0,74,640.94
2021,"woman",25,180,110,71,0,59.31,16,11,537.09
2020,"man",36,161,85,68,0,73.14,9,25,424.47
2022,"woman",45,167,96,72,0,76.83,11,16,967.03
2020,"woman",26,179,100,72,0,51.45,24,9,423.3
2020,"man",19,169,90,72,0,66.56,15,95,866.64
2020,"other",45,168,104,70,0,78.33,6,59,761.73
2021,"woman",29,171,93,74,0,62.28,6,89,766.43
2019,"man",46,170,95,75,0,60.4,1,66,499.98
2019,"nonbinary",31,173,88,74,0,32.69,20,33,403.92
2019,"woman",33,152,95,73,0,73.73,4,42,425.23
2019,"woman",24,158,93,73,0,77.23,0,39,543.29
2020,"woman",31,169,86,76,0,65.49,9,53,709.29
2019,"woman",31,173,105,72,0,74.25,0,32,568.58
2021,"woman",40,174,101,74,0,57.25,18,36,721.98
2021,"woman",28,170,95,75,0,63.76,17,29,818.96
2020,"woman",29,172,112,73,0,57.4,16,3,695.82
2021,"woman",38,163,97,73,0,73.33,18,16,816.56
2021,"other",20,173,84,77,0,76.85,21,8,670.4
2021,"man",20,173,101,76,0,51.87,21,4,576.76
2019,"nonbinary",32,175,105,76,0,39.95,20,17,439.28
2020,"woman",28,173,99,75,0,71.2,5,62,774.54
2019,"woman",35,160,94,75,0,47.08,20,78,551.87
2020,"woman",38,163,114,74,0,60.37,18,8,712.82
2020,"woman",21,167,103,76,0,75.65,12,35,903.19
2019,"woman",27,174,90,75,0,70.6,2,93,663.15
2020,"man",42,165,103,72,0,46.07,2,78,566.83
2021,"nonbinary",33,178,93,73,0,87.95,7,95,812.65
2019,"man",44,172,103,73,0,62.99,10,86,732.67
2020,"woman",39,166,103,74,0,64.54,15,45,866.45
2022,"nonbinary",46,169,88,74,0,73.65,18,70,947.63
2020,"woman",28,165,83,73,0,68.19,6,58,646.16
2022,"man",27,168,85,75,0,78.36,14,42,1093.62
2020,"man",28,162,87,74,0,60.77,11,39,682.67
2020,"woman",35,167,90,75,0,67.98,14,56,895.61
2019,"woman",38,170,90,72,0,65.9,5,26,731.04
2019,"nonbinary",35,170,97,72,0,64.23,15,23,611.61
2019,"woman",43,166,107,74,0,64.43,2,74,650.48
2020,"woman",21,168,93,77,0,77.63,15,70,928.93
2019,"man",28,173,87,76,0,45.46,4,39,440.92
2022,"woman",23,169,100,72,0,87.44,4,55,1044.98
2022,"man",25,175,84,70,0,94.7,10,69,942.61
2022,"nonbinary",43,184,103,75,0,64.88,22,76,454.13
2021,"woman",36,173,86,77,0,69.21,5,9,626.92
2021,"woman",38,163,104,72,0,58.13,6,52,638.84
2021,"woman",41,172,104,72,0,64.52,14,28,809.47
2019,"woman",30,177,91,75,0,52.97,9,26,606.55
2019,"woman",38,162,103,72,0,56.08,17,87,659.04
2021,"man",27,165,92,78,0,81.21,9,78,793.58
2021,"woman",23,167,94,73,0,76.49,8,34,914.37
2020,"woman",24,174,91,76,0,64.93,20,14,708.36
2020,"man",37,164,84,76,0,68.05,15,33,779.23
2019,"woman",40,164,98,72,0,64.12,12,40,809.09
2020,"man",40,173,87,74,0,72.1,12,53,803.44
2020,"woman",26,163,105,76,0,62.53,0,95,601.52
2022,"man",25,165,98,75,0,86.91,0,6,755.9
2022,"woman",32,167,89,76,0,89.53,20,95,969.36
2020,"woman",43,163,102,72,0,87.39,12,57,902.39
2019,"woman",42,191,82,78,0,36.76,13,14,49.48
2019,"woman",45,166,90,74,0,61.36,3,70,654.59
2021,"woman",28,178,115,81,0,61.99,11,69,396.79
2021,"other",25,161,98,76,0,73.4,16,16,797.25
2022,"woman",20,169,101,75,0,54.93,21,47,896.07
2022,"woman",44,170,104,74,0,71.05,10,22,918.57
2020,"nonbinary",26,156,95,73,0,75.8,17,65,711.88
2021,"man",33,179,98,74,0,66,11,59,739
2020,"woman",27,163,102,73,0,82.45,4,18,829.32
2020,"nonbinary",26,171,103,74,0,61.5,21,66,676.32
2020,"woman",43,168,102,74,0,65.78,13,40,869.2
2020,"man",42,160,102,73,0,66.55,14,19,773.65
2019,"man",47,167,87,73,0,70.05,0,88,656.84
2021,"woman",31,167,92,73,0,70.95,17,99,810.77
2020,"woman",32,163,111,76,0,55.91,20,82,610.51
2020,"man",24,180,100,74,0,84.54,9,2,716.15
2020,"man",31,172,97,74,0,62.91,18,72,706.35
2021,"woman",42,164,100,77,0,81.05,8,3,866.21
2022,"woman",45,175,91,69,0,61.18,21,53,666.23
2020,"man",28,164,101,72,0,77,15,35,758.46
2022,"woman",36,168,111,73,0,87.15,13,7,1001.23
2020,"man",22,178,91,75,0,58.04,4,82,685.11
2021,"man",21,168,86,76,0,86.55,14,20,958.33
2019,"woman",19,166,106,75,0,51.35,8,87,795.61
2021,"other",42,174,103,76,0,59.97,9,14,743.3
2021,"woman",30,164,101,71,0,80.3,13,34,975.97
2020,"woman",45,168,111,75,0,60.83,4,82,768.35
2020,"woman",32,165,89,73,0,66.34,9,58,751.59
2019,"woman",35,171,94,78,0,60.77,15,86,704.33
2019,"man",42,167,105,74,0,67.21,21,58,753.38
2020,"woman",40,180,96,71,0,60.45,14,90,578.49
2019,"woman",36,163,92,77,0,53.69,23,78,371.28
2019,"woman",35,161,92,74,0,57.98,18,7,660
2021,"woman",38,164,96,73,0,73.5,10,94,964.49
2021,"woman",32,170,96,72,0,90.25,22,14,853.5
2022,"woman",23,173,89,71,0,74.11,5,3,725.95
2022,"woman",34,162,95,74,0,69.79,6,55,772.57
2022,"woman",41,169,86,NA,0,59.46,17,25,884.79
2021,"woman",18,175,93,75,0,79.64,14,41,952.07
2019,"woman",33,156,91,76,0,69.06,1,22,341.12
2020,"woman",32,168,92,73,0,66.43,1,23,576.64
2019,"woman",38,163,100,72,0,58.51,23,76,571.9
2021,"woman",44,161,94,75,0,74.85,18,98,891.09
2021,"woman",30,168,87,76,0,47.52,7,66,719.65
2021,"man",20,168,91,73,0,71.26,17,58,886.01
2019,"woman",46,167,85,72,0,60.51,21,30,607.42
2021,"woman",42,153,103,74,0,87.76,0,32,593.33
2021,"woman",19,165,87,74,0,76.37,14,7,982.41
2020,"woman",24,157,90,70,0,71.79,10,89,622.43
2022,"woman",47,173,88,72,0,62.67,22,90,803.21
2021,"woman",29,171,89,73,0,76.44,0,8,649.49
2019,"woman",22,162,113,71,0,72.68,4,28,720.33
2019,"woman",35,174,85,75,0,35.49,21,26,458.26
2019,"woman",24,171,109,75,0,59.92,12,38,798.83
2019,"man",44,173,84,74,0,64.45,17,65,744.3
2021,"woman",31,166,81,75,0,63.77,21,91,659.41
2020,"woman",28,164,90,75,0,71.26,4,92,751.66
2022,"woman",40,169,95,77,0,57.34,12,32,709.17
2019,"woman",37,170,86,77,0,48.01,12,55,546.05
2021,"woman",39,162,76,74,0,60.8,6,68,860.18
2022,"other",38,179,93,76,0,66.97,9,48,754.08
2019,"woman",27,172,102,74,0,66.38,10,37,711.99
2020,"woman",35,168,88,73,0,60.27,12,77,781.69
2022,"woman",37,169,98,72,0,65.01,11,66,928.71
2022,"woman",27,169,91,73,0,90.53,1,11,839.01
2022,"woman",37,171,102,71,0,79.32,19,11,822.29
2021,"woman",37,170,88,NA,0,68.53,14,10,851.83
2019,"nonbinary",25,172,83,72,0,50.6,3,81,554.55
2020,"woman",19,165,99,78,0,68.08,5,98,765.23
2020,"man",23,175,88,72,0,48.79,23,96,514.97
2022,"man",47,182,92,78,0,85.99,3,15,572.28
2020,"man",46,174,94,73,0,86.96,13,60,804.14
2021,"man",27,170,104,74,0,52.72,22,85,611.04
2022,"woman",29,169,98,75,0,85.27,9,98,967.36
2020,"nonbinary",28,162,97,74,0,65.79,3,16,700.2
2021,"woman",19,161,104,74,0,49.93,7,47,764.6
2022,"woman",22,172,80,74,0,75.49,8,92,1061.01
2019,"woman",31,168,89,75,0,56.62,8,43,650.49
2020,"man",23,164,104,76,0,70.27,1,25,512.3
2019,"man",28,166,105,74,0,69.86,3,97,649.27
2021,"woman",18,170,90,69,0,67.25,15,88,766.59
2022,"woman",29,170,95,NA,0,79.52,16,6,913.68
2019,"woman",31,172,111,76,0,70.64,14,47,751.46
2022,"woman",41,169,95,76,0,70.56,21,54,759.14
2019,"woman",18,173,103,73,0,47.63,21,26,649.34
2020,"woman",32,177,91,76,0,59.69,16,36,663.15
2021,"nonbinary",24,176,97,74,0,76.15,8,61,846.67
2022,"woman",25,178,100,73,0,71.12,12,81,891.97
2020,"woman",30,165,108,76,0,72.14,2,68,832.12
2019,"woman",18,171,94,75,0,84.43,23,41,717.72
2022,"woman",33,172,95,73,0,81.52,9,50,886.43
2022,"man",21,171,87,77,0,84.43,5,53,910.25
2019,"woman",46,167,93,72,0,62.19,7,89,810.96
2021,"nonbinary",24,171,114,73,0,68.16,5,86,888.25
2019,"woman",27,165,102,74,0,52.52,6,31,538.5
2019,"man",44,163,93,77,0,68.29,12,63,717.18
2021,"man",43,168,91,74,0,77.28,2,31,848.99
2021,"woman",30,160,99,77,0,78.1,2,63,562.74
2021,"woman",38,163,100,78,0,51.18,21,11,478.16
2021,"woman",34,174,100,72,0,61.06,22,73,588.42
2019,"woman",46,172,88,75,0,74.04,3,83,811.6
2021,"woman",42,160,94,73,0,72.82,23,36,723.88
2020,"man",25,149,97,NA,0,55.87,22,96,243.17
2020,"nonbinary",28,166,91,74,0,69.14,6,23,680.07
2019,"woman",26,168,86,77,0,74.06,9,78,774.51
2020,"woman",35,171,106,72,0,69.61,12,42,836.75
2021,"woman",40,170,87,73,0,76.43,6,6,906.81
2019,"woman",22,165,96,75,0,52.49,8,88,730.09
2019,"woman",41,179,97,74,0,51.41,18,77,533.39
2020,"woman",18,166,102,73,0,66.91,22,58,755.89
2022,"other",44,162,93,75,0,102.03,11,6,994.6
2020,"man",20,168,100,70,0,65.84,12,41,597.55
2019,"woman",42,162,106,76,0,81.59,18,15,757.12
2020,"nonbinary",20,156,93,70,0,64.35,23,76,482.02
2019,"woman",43,172,91,76,0,74.54,23,80,651.29
2020,"woman",43,172,97,72,0,63.92,1,41,649.97
2021,"nonbinary",38,167,92,76,0,79.78,24,34,755.66
2022,"woman",40,173,89,76,0,72.71,11,86,907.53
2020,"woman",43,170,94,72,0,65,2,45,594.52
2021,"woman",27,175,91,74,0,52.51,11,7,733.36
2019,"man",27,158,94,79,0,66.91,11,47,444.99
2019,"man",38,170,90,74,0,70.56,6,95,819.14
2019,"nonbinary",37,166,95,73,0,69.76,15,65,664.16
2019,"man",24,172,97,73,0,69.24,11,48,707.44
2021,"woman",40,171,89,72,0,51.94,0,10,604.91
2019,"man",41,160,90,74,0,53.17,8,28,636.22
2022,"woman",26,166,80,72,0,59.64,18,9,771.3
2022,"other",23,167,91,72,0,80.11,4,98,855.69
2019,"woman",31,173,99,74,0,57.24,1,88,607.42
2020,"man",33,158,98,76,0,56.91,12,92,605.97
2020,"woman",24,175,89,76,0,69.08,21,87,781.56
2019,"man",31,172,88,75,0,70.52,3,46,703.73
2019,"woman",42,158,95,73,0,55.9,23,81,488.51
2022,"man",36,155,91,73,0,64.15,6,42,618.98
2022,"woman",33,170,90,70,0,77.39,16,80,806.71
2022,"woman",18,157,99,73,0,68.97,4,70,812.84
2020,"nonbinary",24,162,96,71,0,62.6,13,36,609.34
2020,"woman",45,171,99,73,0,70.23,9,84,937.42
2019,"man",35,169,98,74,0,95.79,7,65,900.54
2022,"woman",29,165,89,74,0,77.94,0,42,709.33
2021,"nonbinary",28,177,95,75,0,71.94,5,92,773.65
2020,"woman",29,158,95,73,0,70.1,5,24,696.05
2020,"other",42,166,90,77,0,80.36,3,4,715.8
2020,"woman",21,175,85,75,0,56.33,13,18,704.29
2022,"nonbinary",22,164,97,75,0,76.65,2,47,925.64
2020,"woman",38,165,109,73,0,81.55,8,85,857.36
2022,"man",27,166,107,75,0,70.7,22,80,728.15
2021,"woman",23,167,110,74,0,62.31,21,20,783.06
2022,"woman",31,171,99,78,0,69.6,3,30,695.29
2021,"woman",34,168,87,69,0,64.19,20,49,586.4
2022,"woman",25,174,112,72,0,95.36,19,40,815.07
2022,"woman",24,160,102,73,0,81.8,5,84,898.32
2020,"other",46,175,101,74,0,60.22,8,41,796.38
2021,"man",33,170,86,74,0,68.39,23,1,558.81
2022,"woman",34,179,99,74,0,81.51,15,40,826.81
2022,"woman",40,166,102,76,0,71.75,18,11,894.4
2019,"woman",39,168,99,71,0,59.95,8,84,594.24
2020,"woman",29,162,104,73,0,67.84,4,91,766
2021,"woman",30,163,91,73,0,79.03,22,56,837.93
2022,"man",37,160,107,76,0,68.73,13,38,703.25
2020,"woman",30,165,96,76,0,74.8,23,74,612.55
2020,"woman",40,168,99,75,0,70.52,4,40,748.59
2019,"woman",41,175,86,72,0,55.53,10,23,663.41
2020,"woman",37,166,97,76,0,51.58,12,18,650.47
2020,"woman",28,187,95,73,0,52.66,5,19,387.96
2021,"woman",28,170,101,71,0,69.2,4,94,740
2019,"man",23,160,112,72,0,65.98,21,81,694.14
2021,"woman",33,173,107,74,0,71.26,6,11,813.16
2020,"woman",20,168,104,75,0,60.58,12,98,919.44
2021,"woman",26,159,98,74,0,88.76,15,33,987.88
2022,"woman",34,170,102,73,0,67.81,5,77,846.53
2021,"man",46,161,92,73,0,85.77,8,78,978.85
2020,"man",20,177,100,73,0,82.9,3,22,722.75
2021,"woman",24,162,89,71,0,53.62,20,10,578.91
2020,"woman",27,165,104,73,0,75.4,18,34,741.02
2022,"woman",42,173,91,76,0,70.5,12,58,898.54
2021,"woman",45,172,105,76,0,78.62,10,40,951.2
2021,"woman",19,173,95,81,0,90.12,21,60,471.08
2022,"woman",37,168,103,73,0,65.65,15,7,839.57
2022,"woman",44,156,90,74,0,71.48,7,41,794.81
2022,"man",33,172,83,73,0,70.53,21,57,672.15
2021,"woman",41,177,85,70,0,71.54,23,21,577.09
2021,"woman",21,166,102,NA,0,64.8,2,18,868.47
2021,"woman",30,174,94,70,0,68.64,1,19,554.62
2020,"woman",19,163,92,73,0,73.86,1,23,788.24
2022,"woman",35,177,89,76,0,74.41,19,44,812.06
2022,"woman",38,152,86,71,0,80.55,16,81,646.51
2019,"woman",32,175,86,75,0,61.96,17,75,682.92
2020,"man",33,169,89,74,0,77.84,19,96,826.77
2022,"woman",21,171,103,74,0,77.6,10,71,1154.91
2022,"nonbinary",21,170,85,73,0,50.17,22,1,751.55
2020,"woman",40,164,90,74,0,78.67,3,59,725.5
2021,"man",39,164,93,74,0,68.32,17,3,808.12
2022,"man",28,174,94,73,0,77.36,23,23,684.9
2021,"man",33,175,89,73,0,88.92,9,63,829.03
2021,"woman",22,171,102,75,0,56.52,6,42,862.67
2021,"man",29,169,94,76,0,74.64,6,10,775.01
2020,"woman",43,156,103,74,0,74.72,15,16,672.76
2019,"woman",31,161,95,76,0,45.5,18,10,489.69
2022,"woman",37,166,86,73,0,77.67,16,32,896.7
2019,"woman",44,168,101,76,0,46.87,21,25,613.35
2021,"man",37,165,107,75,0,63.63,18,98,740.87
2020,"nonbinary",29,177,106,76,0,88.76,6,87,834.95
2021,"woman",45,175,105,76,0,72,6,86,929.82
2020,"man",40,166,87,76,0,83.06,11,55,838.94
2020,"woman",43,166,97,73,0,69.13,18,88,890.79
2022,"man",43,167,89,NA,0,84.04,21,36,912.08
2020,"man",36,167,88,75,0,61.12,1,21,586.93
2021,"man",44,167,87,80,0,79.88,22,20,553.83
2019,"other",34,169,99,73,0,64.06,9,41,796.51
2022,"man",25,170,106,72,0,69.06,15,83,953.76
2020,"nonbinary",30,158,90,74,0,66.54,17,96,740.32
2021,"woman",42,169,104,70,0,77.69,1,6,566.03
2019,"woman",22,166,98,70,0,54.82,4,13,519.78
2021,"woman",24,164,82,74,0,74.28,22,68,796.59
2022,"woman",36,165,96,73,0,73.92,21,15,789.11
2019,"woman",27,153,95,78,0,48.02,21,91,273.87
2020,"woman",39,171,97,73,0,76.37,5,41,831.75
2019,"other",45,168,90,78,0,49.53,11,94,636.19
2021,"nonbinary",29,164,89,75,0,75.49,16,19,806.31
2022,"man",43,159,95,75,0,67.14,15,1,777
2019,"man",39,167,92,75,0,53.96,5,97,532.23
2019,"man",42,171,91,74,0,56.93,16,3,705.84
2020,"woman",24,173,101,76,0,70.4,23,18,564.86
2020,"woman",36,166,104,74,0,59.92,7,17,707.41
2020,"woman",45,167,90,76,0,59.75,24,35,573.9
2022,"woman",40,172,85,72,0,64.56,6,32,827.88
2022,"other",46,164,108,72,0,88.92,8,76,1051.1
2020,"man",21,155,83,74,0,59.77,23,65,444.62
2020,"woman",21,172,98,75,0,71.72,6,81,857.54
2022,"woman",23,156,93,75,0,84.76,11,48,936.53
2022,"man",26,166,95,73,0,67.52,15,49,849.26
2021,"woman",28,171,93,73,0,62.68,20,62,723.88
2022,"woman",26,165,89,76,0,64.11,10,6,829.71
2019,"woman",33,166,99,74,0,76.04,13,43,762.7
2020,"woman",46,164,94,73,0,56.4,7,61,794.06
2021,"woman",21,161,91,72,0,73.95,17,10,853.78
2020,"woman",27,175,105,74,0,74.99,14,71,863.06
2021,"man",47,168,95,74,0,65.76,17,49,923.33
2020,"man",27,161,89,74,0,72.69,10,33,825.14
2022,"woman",31,170,91,72,0,82.99,17,52,913.59
2022,"woman",40,165,97,72,0,70.44,0,41,681.92
2022,"man",33,176,105,76,0,86.67,17,33,814.5
2022,"woman",31,163,100,77,0,78.5,23,79,727.95
2021,"woman",25,168,99,75,0,76.79,13,22,878.95
2022,"man",34,160,98,71,0,72.66,11,74,820.87
2022,"woman",18,173,102,71,0,55.75,14,74,912.94
2022,"other",29,168,95,75,0,82.51,10,32,1078.15
2019,"woman",28,154,91,74,0,60.36,0,22,284.03
2021,"woman",32,172,89,76,0,56.77,1,13,549.44
2020,"man",24,161,97,73,0,67.74,18,1,711.55
2019,"man",32,172,100,71,0,78.05,21,46,583.07
2019,"woman",35,169,93,72,0,66.68,7,12,665.45
2021,"woman",39,164,94,71,0,72.28,14,29,770.05
2020,"woman",24,162,94,76,0,45.72,16,64,687.23
2019,"man",18,177,88,77,0,57.27,11,41,756.17
2021,"woman",30,176,85,75,0,74.11,17,61,788.88
2020,"woman",33,166,92,77,0,77.06,15,57,804.44
2019,"woman",18,162,90,72,0,46.85,20,32,634.6
2020,"woman",28,155,96,74,0,81.91,14,49,612.37
2021,"man",33,162,97,73,0,84.53,12,90,975.46
2019,"woman",19,170,95,73,0,79.19,10,12,873.77
2019,"woman",22,177,101,76,0,61.74,1,23,515.65
2022,"man",41,167,103,75,0,71.2,15,33,861.8
2022,"woman",35,162,91,74,0,90.47,22,29,832.94
2022,"woman",38,165,103,76,0,79.36,22,91,875.21
2021,"woman",31,166,105,72,0,66.35,9,78,796
2019,"man",39,159,98,74,0,47.54,18,65,500.59
2020,"woman",24,167,90,70,0,81.38,7,85,846.75
2020,"woman",27,169,95,72,0,53.53,24,91,567.08
2019,"woman",26,155,99,70,0,50.34,16,37,404.57
2019,"woman",22,167,90,73,0,36.68,2,30,573.55
2019,"woman",40,170,100,73,0,64.51,8,15,755.97
2019,"woman",29,177,104,74,0,51.05,20,31,446.74
2021,"man",33,184,97,75,0,93.27,20,14,555.18
2019,"man",22,169,78,74,0,57.73,12,17,690.02
2021,"woman",38,172,103,73,0,77.25,18,46,824.54
2020,"man",27,171,87,78,0,61.53,11,27,663.99
2022,"woman",40,167,89,73,0,74.1,9,80,901.87
2019,"woman",26,171,94,73,0,69.2,10,1,709.92
2021,"woman",29,163,94,74,0,76.34,22,88,812.4
2019,"woman",37,164,95,72,0,94.06,15,41,824.27
2022,"woman",45,159,85,73,0,65.36,2,3,696.47
2021,"man",37,165,98,74,0,70.24,21,0,727.34
2022,"woman",27,163,91,79,0,93.76,22,42,706.03
2022,"woman",40,157,99,72,0,94.54,12,97,1041.56
2021,"other",26,162,95,74,0,77.63,20,57,746.19
2022,"woman",38,164,80,73,0,62.68,15,22,912.37
2022,"woman",45,168,90,76,0,77.54,22,47,822.44
2021,"woman",37,154,104,75,0,68.36,10,81,688.26
2019,"woman",37,164,106,74,0,72.41,13,86,846.1
2019,"woman",19,174,89,73,0,68.03,23,41,710.45
2020,"woman",19,162,91,75,0,69.28,24,95,834.29
2019,"woman",43,164,104,71,0,47.46,3,9,546.53
2020,"woman",33,166,103,76,0,59.66,12,99,815.12
2022,"woman",19,169,89,75,0,73.19,19,38,1018.61
2022,"woman",42,172,82,71,0,77.95,0,26,633.58
2022,"woman",28,171,95,79,0,73.73,21,12,557.86
2019,"woman",35,163,101,75,0,57.57,19,7,543.51
2020,"woman",35,166,96,73,0,69.67,22,6,692.98
2022,"woman",26,171,99,76,0,78.13,3,21,838.86
2020,"woman",42,167,88,78,0,84.66,22,24,718.82
2020,"woman",37,167,103,74,0,78.46,18,66,806.65
2020,"woman",46,162,92,72,0,74.43,8,42,882.87
2022,"man",31,159,86,76,0,88.96,10,82,911.71
2021,"woman",45,163,89,72,0,57.5,5,90,808.88
2021,"woman",24,173,97,75,0,70.65,13,74,958.14
2019,"woman",23,172,89,71,0,57.07,10,54,677.62
2022,"woman",32,161,93,74,0,88.18,4,12,852.23
2020,"woman",36,171,107,74,0,68.16,23,2,604.84
2020,"woman",29,163,97,74,0,69.71,8,95,733.88
2020,"woman",25,161,97,72,0,74.58,9,33,679.32
2022,"woman",38,165,101,73,0,81.88,11,72,1054.86
2021,"woman",44,168,106,NA,0,83.32,16,91,1051.73
2021,"woman",37,171,93,73,0,73.76,18,15,875.9
2020,"woman",41,171,99,71,0,69.25,15,41,784.85
2022,"man",37,168,90,75,0,62,20,62,741.85
2021,"nonbinary",18,168,113,73,0,59.34,12,19,933.74
2020,"woman",41,162,111,72,0,51.98,22,78,560.92
2022,"nonbinary",33,171,94,72,0,83.89,10,9,900.06
2019,"man",23,159,89,77,0,62.34,3,72,469.9
2021,"woman",22,166,85,74,0,81.36,22,93,884.85
2022,"man",19,173,98,72,0,59.84,10,31,830.06
2019,"woman",28,162,94,76,0,64.11,8,11,609.43
2020,"woman",25,165,97,75,0,59.53,4,64,679.72
2022,"woman",42,161,97,73,0,84.95,22,14,766.75
2021,"woman",40,154,93,78,0,71.47,11,93,582.31
2019,"woman",22,163,98,71,0,53.94,17,62,613.89
2022,"woman",44,179,99,72,0,64.27,9,67,779.02
2019,"other",24,165,90,75,0,42.13,5,79,662.74
2022,"woman",44,168,90,77,0,65.44,14,3,798.4
2019,"woman",45,178,91,70,0,64.68,15,94,610.4
2019,"woman",29,171,99,77,0,80.2,21,8,678.51
2022,"woman",47,168,89,77,0,75.27,16,75,999.91
2019,"woman",39,170,93,74,0,55.69,17,71,721.78
2021,"woman",28,162,88,76,0,70.49,10,97,845
2021,"woman",33,158,106,74,0,78.63,0,14,643.34
2021,"other",39,168,87,74,0,81.21,20,38,883.54
2020,"woman",22,161,109,73,0,71.72,11,69,941.1
2020,"woman",21,174,104,74,0,48.76,14,73,765.02
2022,"woman",44,172,97,73,0,68.97,2,63,870.43
2019,"man",44,161,90,77,0,54.92,18,98,584.01
2022,"woman",45,160,89,74,0,69.67,12,57,990.58
2021,"woman",21,162,84,74,0,85.59,6,74,986.2
2022,"nonbinary",37,173,98,73,0,84.83,1,31,808.23
2022,"woman",24,167,102,74,0,87.14,20,72,989.48
2021,"woman",46,171,96,76,0,73.87,3,13,834.47
2022,"woman",20,179,88,72,0,74.24,5,25,796.32
2019,"man",46,181,92,74,0,64.54,22,49,445.4
2020,"woman",42,167,103,76,0,85.37,13,29,941.19
2022,"woman",28,166,100,75,0,86.2,6,3,904.01
2019,"woman",24,162,91,70,0,58.38,16,60,549.63
2019,"other",44,173,90,74,0,44.28,0,29,475.76
2022,"man",26,167,101,NA,0,73.45,9,82,881.38
2019,"woman",31,164,87,75,0,46.35,4,5,569.53
2021,"woman",30,164,93,74,0,77.8,1,39,786.92
2020,"woman",44,169,87,75,0,62.6,17,84,882.17
2019,"woman",42,166,104,73,0,45.94,21,61,593.74
2022,"woman",31,173,94,74,0,70.2,23,71,791.17
2019,"nonbinary",29,164,97,73,0,43.43,11,75,664.94
2021,"woman",26,163,96,75,0,76.57,12,46,998.28
2022,"woman",32,166,94,72,0,40.14,2,33,603.89
2022,"woman",25,160,104,78,0,70.26,5,29,655.89
2020,"woman",30,167,93,72,0,48.79,0,20,495.86
2020,"woman",32,170,102,73,0,73.6,16,94,846.44
2020,"woman",34,169,92,74,0,59.4,16,57,739.34
2019,"woman",23,152,103,73,0,75.09,2,51,378.39
2019,"man",39,176,90,74,0,49.85,15,71,794.16
2021,"woman",32,174,88,71,0,57.61,14,24,673.71
2020,"man",34,176,101,75,0,80.25,0,81,551.32
2020,"woman",30,168,90,74,0,53.84,6,23,627.17
2020,"woman",30,168,91,73,0,49.14,19,19,713.13
2019,"woman",23,166,106,74,0,59.83,8,20,739.99
2022,"other",46,155,101,77,0,77.19,4,41,759.35
2019,"woman",29,170,96,72,0,75.54,4,93,730.27
2021,"woman",25,164,99,75,0,61.79,17,47,826.19
2020,"woman",22,167,95,73,0,67.24,11,70,942.76
2019,"man",26,169,92,77,0,56.19,10,39,677.16
2021,"woman",31,166,84,77,0,69.83,8,24,847.68
2020,"woman",24,165,89,76,0,62.87,15,37,824.95
2019,"man",35,161,93,73,0,56.36,22,8,500.05
2021,"woman",33,169,84,72,0,84.27,20,100,830.33
2020,"woman",23,169,98,70,0,67.77,11,62,805.02
2019,"woman",29,171,90,74,0,64.48,18,29,754.4
2022,"woman",20,162,74,72,0,75.05,9,80,1083.72
2020,"woman",41,175,84,80,0,58.09,7,18,408.46
2020,"woman",23,174,99,72,0,58.05,19,23,705.07
2022,"woman",44,176,99,72,0,68.89,15,78,842.17
2021,"woman",45,169,95,76,0,67.33,22,28,794.92
2021,"woman",27,167,89,76,0,68.16,9,76,802.92
2020,"woman",25,163,91,70,0,75.2,6,50,658.02
2020,"woman",29,174,97,70,0,59.84,20,93,505.24
2019,"nonbinary",31,155,98,70,0,40.31,7,53,253.82
2020,"man",26,165,95,72,0,59.55,4,27,625.95
2022,"woman",20,168,94,77,0,77.89,1,65,821.2
2021,"woman",40,164,94,73,0,76.76,24,95,636.7
2022,"other",45,167,103,76,0,86.18,12,44,929.05
2020,"woman",37,177,101,73,0,60.1,12,2,580.06
2020,"man",19,170,102,75,0,68.34,23,98,733.13
2020,"woman",24,164,96,75,0,56.05,3,71,700.25
2019,"man",30,166,92,77,0,64.24,2,18,519.32
2020,"nonbinary",43,178,89,73,0,57.81,20,22,579.21
2021,"man",44,165,102,73,0,65.29,3,14,777.89
2022,"woman",31,163,86,71,0,66.31,23,51,522.78
2021,"nonbinary",31,168,102,77,0,61.58,2,52,553.45
2022,"woman",31,172,99,73,0,73.21,7,9,864.12
2020,"woman",22,167,91,NA,0,43.07,20,96,670.57
2019,"woman",20,174,101,76,0,55.34,20,82,642.79
2021,"woman",44,169,104,73,0,74.03,4,45,846.79
2020,"woman",38,158,103,75,0,60.07,4,100,610.26
2022,"woman",30,146,87,74,0,76.44,5,59,395.05
2021,"man",19,162,85,75,0,62.75,1,24,702.21
2021,"woman",31,164,89,76,0,77.62,15,44,882.66
2019,"woman",23,166,88,76,0,73.79,11,54,814.62
2019,"woman",29,164,80,72,0,62.81,17,80,781.83
2020,"woman",39,172,101,73,0,67.85,19,42,723.59
