"","Position","correct","randomiser.6l9g","Trial.Number","out_degree","in_degree","total_degree","Length","Log_Freq_HAL","Ortho_N","Phono_N","Concreteness_Rating","Age_Of_Acquisition","Female"
"3006",6,1,"List1",6,5,3,8,4,8.824,11,27,4.67,5.53,0
"3007",1,1,"List2",13,11,2,13,5,8.276,2,4,2.68,5.33,0
"3008",2,1,"List2",116,12,1,13,5,6.582,5,9,3.19,6.11,1
"3009",2,1,"List2",110,12,1,13,5,7.65,2,10,4.41,9.42,0
"3010",5,0,"List1",53,13,11,24,3,8.813,16,20,3.92,8.22,1
"3011",3,0,"List1",51,12,17,29,4,10.8,8,8,2.15,4.22,0
"3012",5,0,"List2",113,11,3,14,4,6.45,3,9,2.27,9.28,0
"3013",2,1,"List2",110,12,4,16,4,6.642,7,11,4.36,6.11,1
"3014",6,1,"List2",120,15,104,120,4,10.136,5,30,4.76,3.95,0
"3015",5,0,"List2",77,7,19,26,4,9.038,10,33,4.2,7.11,1
"3016",6,1,"List2",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3017",1,1,"List1",25,11,12,23,4,8.498,10,27,4.57,6.05,0
"3018",2,1,"List2",86,13,98,111,4,8.969,15,21,1.97,5.83,0
"3019",3,1,"List2",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3020",6,0,"List1",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3021",1,1,"List2",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3022",4,1,"List1",70,18,14,32,3,9.062,18,23,4.29,7.05,0
"3023",5,0,"List2",113,10,11,21,4,9.05,11,1,2.41,9.58,0
"3024",4,1,"List2",106,11,2,13,5,8.276,2,4,2.68,5.33,0
"3025",5,0,"List2",89,9,15,24,5,8.27,1,10,2.7,8.39,0
"3026",5,1,"List1",65,11,1,12,6,6.763,2,4,4.78,7.58,0
"3027",2,1,"List2",38,14,3,17,5,7.509,5,13,4.68,6.776,0
"3028",1,1,"List1",103,7,1,8,5,6.232,5,14,2.65,9.25,0
"3029",4,1,"List2",28,18,15,33,5,9.311,5,11,4.46,5.61,0
"3030",5,0,"List2",95,16,8,24,6,9.18,2,6,3,8.63,0
"3031",3,1,"List1",21,13,7,20,4,8.039,14,16,4.72,4.67,1
"3032",3,1,"List1",33,11,8,19,6,7.26,1,5,4.55,11.83,0
"3033",2,1,"List2",92,12,9,21,5,7.396,1,26,3.29,5.47,1
"3034",1,1,"List2",61,10,2,12,5,8.053,2,8,1.86,9,1
"3035",6,1,"List2",108,14,2,16,5,6.652,3,10,3.77,7.63,0
"3036",2,1,"List1",80,12,36,48,6,10.314,5,15,3.9,7.47,0
"3037",3,0,"List2",63,9,3,12,3,6.601,13,21,3.43,7.94,0
"3038",4,0,"List1",118,12,43,55,5,8.321,1,8,4.89,6.53,0
"3039",5,1,"List2",113,14,18,32,4,10.218,12,31,4.34,5.94,1
"3040",5,0,"List2",113,13,14,27,5,8.828,4,4,4.7,6.33,1
"3041",3,1,"List2",93,13,8,21,4,9.769,11,12,4.8,7.17,0
"3042",2,1,"List1",74,18,21,39,4,10.34,8,22,2.54,6.33,0
"3043",2,1,"List2",44,8,4,12,6,8.355,0,7,4.84,4.94,0
"3044",1,1,"List2",91,7,19,26,4,9.038,10,33,4.2,7.11,0
"3045",3,0,"List2",45,9,3,12,3,6.601,13,21,3.43,7.94,1
"3046",6,0,"List1",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3047",6,0,"List1",96,14,8,22,5,9.686,1,3,3.75,7.65,1
"3048",1,1,"List2",103,19,3,22,6,8.515,2,6,3.73,8.076,0
"3049",6,1,"List1",48,9,19,28,4,6.741,3,15,3.43,5.79,0
"3050",5,1,"List2",41,14,34,48,5,9.76,5,15,2.5,5.47,0
"3051",1,1,"List1",67,14,3,17,5,9.054,6,11,3.66,6.84,0
"3052",2,1,"List1",44,9,20,29,4,7.328,1,8,3.15,7.28,0
"3053",4,0,"List1",118,12,5,17,3,8.966,4,3,4.14,9.419,0
"3054",3,0,"List2",45,22,5,27,4,7.594,6,11,2.43,5.5,1
"3055",4,0,"List2",70,9,4,13,6,7.564,3,3,4.46,10.21,1
"3056",1,1,"List2",67,12,17,29,3,8.83,14,27,4.21,6.17,0
"3057",1,1,"List2",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3058",6,0,"List2",48,11,32,43,4,7.633,6,12,4.86,8.06,0
"3059",6,1,"List1",114,16,4,20,5,7.257,5,12,3.96,7.89,0
"3060",2,0,"List1",50,14,14,28,5,8.734,3,8,3.62,8.16,1
"3061",3,1,"List1",75,3,6,9,3,6.486,13,13,3.63,6.21,1
"3062",6,0,"List1",30,9,12,21,5,10.356,1,6,4.3,7.67,0
"3063",3,1,"List1",117,9,12,21,5,10.356,1,6,4.3,7.67,1
"3064",4,1,"List2",94,13,4,17,3,9.216,3,14,4.64,7.52,1
"3065",5,1,"List1",71,13,13,26,5,7.878,2,7,2.82,5.83,0
"3066",6,1,"List2",90,7,19,26,4,9.038,10,33,4.2,7.11,1
"3067",3,0,"List2",117,11,15,26,3,9.523,10,22,2.89,7.1,0
"3068",2,1,"List2",44,13,10,23,4,9.051,4,35,3.89,7.39,1
"3069",4,1,"List2",94,14,34,48,5,9.76,5,15,2.5,5.47,0
"3070",3,0,"List2",39,13,1,14,4,7.622,4,11,4.68,6.81,1
"3071",4,0,"List1",40,8,52,60,5,9.33,4,10,3.84,6.17,1
"3072",3,0,"List1",93,6,8,14,4,8.977,16,25,4.37,5.53,1
"3073",2,1,"List2",92,13,4,17,3,9.216,3,14,4.64,7.52,0
"3074",1,1,"List2",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3075",3,1,"List2",63,8,3,11,4,8.22,13,17,4.9,8.31,1
"3076",1,1,"List1",55,12,9,21,5,8.094,4,2,4.25,7.95,0
"3077",4,1,"List2",46,11,8,19,5,7.31,2,12,4.86,6.53,0
"3078",1,1,"List2",1,19,14,33,5,8.158,2,9,5,8.47,0
"3079",5,0,"List2",23,10,10,20,4,8.825,12,16,3.4,10.24,0
"3080",1,1,"List2",19,11,8,19,5,7.31,2,12,4.86,6.53,0
"3081",4,0,"List1",34,18,11,29,4,10.294,16,36,2.25,5.55,1
"3082",2,0,"List1",62,14,20,34,4,10.721,14,34,3.82,5.26,0
"3083",6,0,"List1",48,13,7,20,5,7.728,5,13,4.19,6,1
"3084",3,1,"List2",117,14,2,16,7,6.974,3,5,3.74,7.94,0
"3085",1,1,"List2",73,10,9,19,4,8.825,12,16,3.4,10.24,0
"3086",3,1,"List2",87,19,3,22,6,8.515,2,6,3.73,8.076,0
"3087",5,1,"List1",101,16,4,20,5,8.404,4,15,4.42,7.16,1
"3088",3,0,"List2",63,16,9,25,4,8.642,14,30,4.56,5.79,0
"3089",1,1,"List2",49,8,4,12,6,8.355,0,7,4.84,4.94,0
"3090",2,0,"List2",110,14,2,16,7,6.974,3,5,3.74,7.94,1
"3091",5,0,"List1",11,8,1,9,5,6.763,3,8,2.47,8.89,0
"3092",1,1,"List1",61,16,11,27,4,9.609,10,17,4.86,6.37,0
"3093",2,1,"List1",68,14,4,18,5,8.139,1,4,3.07,8.63,1
"3094",6,0,"List1",36,5,3,8,4,7.682,3,29,4.63,8.53,0
"3095",6,0,"List1",48,11,8,19,5,8.919,0,1,3.64,8.78,1
"3096",2,0,"List2",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3097",4,0,"List1",76,6,6,12,5,6.922,3,16,4.09,8.7,0
"3098",6,0,"List2",12,11,7,18,5,8.765,3,13,3.19,8.17,1
"3099",2,0,"List2",50,12,17,29,3,8.83,14,27,4.21,6.17,0
"3100",5,0,"List1",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3101",2,1,"List2",2,9,2,11,4,8.535,12,8,3.85,10.1,1
"3102",2,1,"List1",2,14,45,59,3,9.608,12,34,4.81,4.74,0
"3103",2,0,"List2",38,16,2,18,5,7.01,3,3,3.56,8.79,0
"3104",3,0,"List2",9,16,104,120,5,10.136,4,5,4.76,3.95,1
"3105",5,0,"List2",17,9,15,24,5,8.27,1,10,2.7,8.39,0
"3106",6,0,"List2",48,12,6,18,5,8.331,1,22,3.79,6.62,0
"3107",6,1,"List2",42,11,32,43,4,7.633,6,12,4.86,8.06,0
"3108",4,0,"List1",82,14,2,16,4,6.989,13,27,4.5,7.6,0
"3109",1,1,"List1",25,13,13,26,5,7.878,2,7,2.82,5.83,0
"3110",5,0,"List1",17,5,2,7,4,6.976,12,11,4.3,5.62,1
"3111",1,1,"List1",67,11,4,15,4,8.079,5,24,3.83,5.55,0
"3112",6,0,"List2",114,13,8,21,4,9.769,11,12,4.8,7.17,0
"3113",4,1,"List1",46,15,3,18,5,8.108,1,4,3.07,8.89,1
"3114",4,1,"List1",76,13,11,24,3,8.813,16,20,3.92,8.22,0
"3115",5,1,"List2",47,12,9,21,5,7.396,1,26,3.29,5.47,1
"3116",1,1,"List2",61,11,17,28,4,7.65,3,4,2.85,8,0
"3117",6,0,"List2",102,11,1,12,5,6.506,1,14,4.28,7,0
"3118",3,1,"List2",81,12,1,13,5,6.582,5,9,3.19,6.11,1
"3119",3,1,"List2",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3120",6,1,"List2",36,10,7,17,4,7.35,6,5,4.43,6.95,0
"3121",6,0,"List2",84,11,11,22,4,8.371,15,34,3.03,7.47,0
"3122",4,0,"List2",4,10,2,12,5,8.053,2,8,1.86,9,1
"3123",2,1,"List2",8,17,96,113,3,10.764,13,24,4.83,5.58,0
"3124",1,1,"List1",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3125",2,1,"List2",56,10,20,30,4,8.747,13,22,3.13,8.79,0
"3126",1,1,"List1",7,10,58,69,5,9.72,6,6,4.96,4,0
"3127",2,0,"List2",104,14,8,22,4,7.705,13,31,4.84,5.83,1
"3128",1,1,"List1",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3129",5,0,"List1",65,11,8,19,5,8.919,0,1,3.64,8.78,0
"3130",2,1,"List1",80,17,11,28,4,8.097,12,27,4.85,6.44,0
"3131",2,1,"List2",26,10,8,18,5,8.921,7,13,4,6.94,1
"3132",3,1,"List1",93,17,4,21,5,7.026,3,14,4.2,9.89,0
"3133",3,1,"List1",105,11,4,15,4,6.727,4,15,4.61,8.44,0
"3134",5,0,"List1",35,14,8,22,5,9.686,1,3,3.75,7.65,0
"3135",5,0,"List1",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3136",2,1,"List1",110,11,2,13,4,8.35,14,13,4,6.94,1
"3137",4,1,"List2",34,20,28,48,5,10.055,9,8,3.38,5.83,0
"3138",6,1,"List2",72,16,53,74,5,9.211,4,5,4.89,8.11,0
"3139",4,1,"List1",112,20,11,31,3,7.774,17,33,3.96,7.57,1
"3140",1,0,"List1",49,11,2,13,5,10.017,5,9,2.38,7.17,0
"3141",2,0,"List2",14,11,1,12,5,6.506,1,14,4.28,7,1
"3142",4,0,"List1",10,18,14,32,3,9.062,18,23,4.29,7.05,1
"3143",2,1,"List2",26,11,5,16,5,9.906,7,14,4.03,6.94,1
"3144",4,1,"List2",94,12,8,20,4,9.216,10,21,3.79,11.06,0
"3145",5,1,"List1",101,8,2,10,4,7.343,8,7,3.93,6.68,0
"3146",4,0,"List1",4,5,2,7,4,6.976,12,11,4.3,5.62,0
"3147",1,0,"List1",79,9,12,21,5,10.356,1,6,4.3,7.67,1
"3148",4,1,"List1",82,15,12,27,4,6.98,15,23,3.96,7.35,0
"3149",3,0,"List2",93,14,3,17,4,7.567,6,33,3.81,7.58,1
"3150",5,0,"List2",83,7,0,7,5,8.659,4,8,2.88,4,1
"3151",6,0,"List2",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3152",6,0,"List2",48,14,3,17,4,7.567,6,33,3.81,7.58,0
"3153",5,0,"List2",83,10,9,19,4,8.333,11,15,4.21,4.89,1
"3154",1,0,"List1",67,11,3,14,6,8.028,2,7,4.32,7.39,1
"3155",3,1,"List1",111,12,17,29,4,10.8,8,8,2.15,4.22,1
"3156",6,0,"List2",66,16,104,120,5,10.136,4,5,4.76,3.95,0
"3157",2,1,"List1",98,10,14,24,5,9.632,6,4,3.12,6.05,1
"3158",2,1,"List2",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3159",2,1,"List1",86,13,48,61,4,9.813,4,27,4.97,6.67,0
"3160",5,0,"List2",29,7,0,7,5,8.659,4,8,2.88,4,0
"3161",4,0,"List2",34,12,4,16,6,7.851,1,5,2.46,8.37,0
"3162",6,1,"List1",60,10,3,13,4,6.933,1,9,1.86,9.28,1
"3163",6,0,"List2",36,9,2,11,4,6.69,5,6,4.39,9.82,0
"3164",3,1,"List1",27,14,2,16,4,6.989,13,27,4.5,7.6,0
"3165",5,1,"List1",41,15,6,21,5,10.136,8,22,4.7,7.28,0
"3166",5,0,"List2",59,9,2,11,5,6.837,3,8,2.47,8.8,1
"3167",4,0,"List1",4,11,4,15,4,8.079,5,24,3.83,5.55,0
"3168",6,1,"List1",66,18,12,30,4,10.294,16,36,2.25,5.55,0
"3169",1,1,"List1",25,9,2,11,4,8.449,16,21,3.52,8.84,0
"3170",1,1,"List2",97,13,4,17,4,7.567,10,7,3.6,6.95,0
"3171",3,0,"List1",15,11,13,24,4,8.719,5,11,3.27,6.83,1
"3172",6,0,"List2",78,9,2,11,4,8.535,12,8,3.85,10.1,0
"3173",2,1,"List2",56,13,4,17,6,7.863,1,2,2.61,7.17,1
"3174",5,1,"List2",89,15,4,19,4,7.81,14,19,4.63,7.33,0
"3175",3,0,"List1",81,12,10,22,4,9.414,6,24,3.5,7.32,0
"3176",6,0,"List1",78,6,33,40,5,8.352,4,15,2.89,8.05,1
"3177",2,1,"List2",98,14,8,22,4,7.705,13,31,4.84,5.83,0
"3178",6,0,"List2",36,12,9,21,5,7.396,1,26,3.29,5.47,1
"3179",1,1,"List1",115,10,12,21,5,8.408,4,8,1.86,9.58,0
"3180",4,0,"List1",106,12,9,21,5,8.094,4,2,4.25,7.95,0
"3181",5,1,"List1",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3182",3,1,"List2",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3183",4,1,"List2",94,16,53,74,5,9.211,4,5,4.89,8.11,0
"3184",5,0,"List1",29,8,52,60,5,9.33,4,10,3.84,6.17,0
"3185",3,1,"List1",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3186",6,0,"List1",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3187",1,1,"List2",85,10,10,20,4,8.977,12,1,2.41,9.58,0
"3188",6,0,"List2",6,10,8,18,5,8.921,7,13,4,6.94,0
"3189",1,1,"List2",49,10,12,22,5,8.408,4,6,4.14,8.17,1
"3190",5,0,"List2",89,9,2,11,5,6.837,3,8,2.47,8.8,0
"3191",2,1,"List2",44,15,53,68,4,9.211,9,13,3.83,6.16,1
"3192",4,1,"List2",64,11,5,16,5,9.906,7,14,4.03,6.94,1
"3193",2,1,"List2",44,13,10,23,4,9.051,4,35,3.89,7.39,1
"3194",4,0,"List2",34,18,12,30,5,7.993,2,16,3.97,6.11,0
"3195",4,0,"List1",94,11,8,19,6,7.26,1,5,4.55,11.83,1
"3196",4,1,"List2",100,10,3,13,4,8.331,8,12,3.46,11.05,1
"3197",4,1,"List2",94,13,8,21,4,9.769,11,12,4.8,7.17,0
"3198",3,0,"List2",3,7,4,11,4,9.544,9,12,3.85,7.53,1
"3199",6,0,"List1",72,10,3,13,4,6.933,1,9,1.86,9.28,0
"3200",2,1,"List1",92,5,3,8,4,7.682,3,29,4.63,8.53,0
"3201",3,1,"List2",69,12,6,18,5,7.363,3,10,4.72,11.05,0
"3202",3,0,"List2",9,16,21,36,5,8.926,4,16,4.73,5.05,0
"3203",4,1,"List1",118,11,4,15,4,6.727,4,15,4.61,8.44,0
"3204",6,0,"List1",42,8,5,13,5,9.806,2,4,4,8.53,1
"3205",6,1,"List2",18,15,53,68,4,9.211,9,13,3.83,6.16,1
"3206",3,0,"List1",69,11,9,20,5,8.919,0,1,3.64,8.78,0
"3207",6,0,"List1",90,9,20,29,4,7.328,1,8,3.15,7.28,0
"3208",6,1,"List2",96,16,104,120,5,10.136,4,5,4.76,3.95,1
"3209",5,0,"List2",23,14,34,48,5,9.76,5,15,2.5,5.47,1
"3210",4,1,"List1",70,18,4,22,5,7.51,3,6,3.66,8.84,1
"3211",6,1,"List2",90,11,98,109,5,9.179,5,4,3.7,4.22,0
"3212",2,0,"List2",74,10,10,20,4,8.825,12,16,3.4,10.24,0
"3213",5,1,"List2",47,12,0,12,4,8.51,8,14,3.17,3.05,1
"3214",5,0,"List2",113,1,10,11,4,8.301,9,12,3.38,8.11,0
"3215",6,1,"List1",18,11,3,14,5,6.933,2,9,2.59,10.22,1
"3216",3,1,"List2",99,10,7,17,4,7.35,6,5,4.43,6.95,0
"3217",6,1,"List1",96,8,5,13,5,9.806,2,4,4,8.53,1
"3218",3,0,"List2",117,11,3,14,4,6.45,3,9,2.27,9.28,0
"3219",4,1,"List1",16,11,13,24,4,8.719,5,11,3.27,6.83,0
"3220",2,0,"List2",32,11,2,13,5,8.276,2,4,2.68,5.33,1
"3221",5,0,"List1",23,8,52,60,5,9.33,4,10,3.84,6.17,0
"3222",6,0,"List2",48,12,6,18,5,8.331,1,22,3.79,6.62,0
"3223",3,1,"List1",39,9,19,28,4,6.741,3,15,3.43,5.79,0
"3224",3,1,"List1",99,8,2,10,4,7.343,8,7,3.93,6.68,1
"3225",6,1,"List2",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3226",4,0,"List1",94,9,10,19,5,8.793,1,8,3.69,7.746,0
"3227",1,0,"List1",91,16,4,20,5,8.404,4,15,4.42,7.16,1
"3228",2,1,"List1",68,11,8,19,5,8.919,0,1,3.64,8.78,1
"3229",6,0,"List2",96,9,2,11,4,6.69,5,6,4.39,9.82,0
"3230",1,0,"List2",49,16,4,19,4,7.81,14,19,3.97,7.33,1
"3231",6,0,"List2",18,10,6,16,4,8.187,6,10,2.79,11.39,0
"3232",5,0,"List2",47,12,1,13,5,6.582,5,9,3.19,6.11,1
"3233",2,1,"List2",50,10,7,17,4,7.35,6,5,4.43,6.95,0
"3234",5,0,"List2",107,18,11,29,5,7.482,5,18,4.59,5.24,0
"3235",6,0,"List1",12,11,9,20,5,8.919,0,1,3.64,8.78,0
"3236",2,1,"List2",8,11,1,12,5,6.506,1,14,4.28,7,0
"3237",4,1,"List2",46,6,17,23,4,9.955,9,13,3.72,7.4,0
"3238",3,1,"List2",63,12,17,29,3,8.83,14,27,4.21,6.17,1
"3239",5,1,"List2",17,13,10,23,4,9.051,4,35,3.89,7.39,1
"3240",1,1,"List2",61,19,4,23,5,9.285,3,4,3.74,9.83,0
"3241",5,1,"List1",47,8,13,21,3,8.078,5,10,4.88,7.68,1
"3242",2,1,"List1",92,9,37,46,5,10.106,8,13,5,4.42,0
"3243",2,1,"List2",110,16,21,36,5,8.926,4,16,4.73,5.05,0
"3244",5,0,"List2",95,10,9,19,4,8.333,11,15,4.21,4.89,0
"3245",3,0,"List2",99,13,5,18,3,7.291,13,27,4.68,6.8,0
"3246",6,0,"List1",66,16,16,32,4,8.931,9,17,4.88,5.5,0
"3247",2,0,"List2",14,11,11,22,5,7.479,1,3,2.82,6.3,0
"3248",5,0,"List2",17,9,15,24,5,8.27,1,10,2.7,8.39,0
"3249",2,0,"List1",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3250",1,1,"List2",7,13,2,15,3,8.758,18,27,4.11,3.15,0
"3251",1,1,"List2",49,12,0,12,4,8.51,8,14,3.17,3.05,1
"3252",6,1,"List1",18,12,17,29,4,10.8,8,8,2.15,4.22,0
"3253",6,0,"List2",96,19,14,33,5,8.158,2,9,5,8.47,0
"3254",4,0,"List1",94,3,6,9,3,6.486,13,13,3.63,6.21,0
"3255",4,1,"List1",52,14,46,60,3,8.322,9,32,2.52,5.32,0
"3256",3,0,"List2",15,19,14,33,5,8.158,2,9,5,8.47,0
"3257",2,1,"List2",98,10,7,17,4,7.35,6,5,4.43,6.95,0
"3258",6,1,"List2",72,7,19,26,4,9.038,10,33,4.2,7.11,1
"3259",3,1,"List2",57,11,2,13,5,8.276,2,4,2.68,5.33,0
"3260",3,0,"List2",99,19,14,33,5,8.158,2,9,5,8.47,0
"3261",6,0,"List1",72,15,3,18,5,8.108,1,4,3.07,8.89,0
"3262",2,1,"List1",44,14,3,17,5,9.437,6,17,3.82,6.72,0
"3263",1,1,"List1",97,7,33,40,5,8.352,4,15,5,5.26,0
"3264",2,1,"List2",50,12,4,16,4,8.381,13,27,3.33,7.89,1
"3265",4,1,"List2",10,13,8,21,4,9.769,11,12,4.8,7.17,1
"3266",6,1,"List1",108,14,45,59,3,9.608,12,34,4.81,4.74,0
"3267",4,0,"List1",118,8,2,10,5,6.389,7,4,5,7.84,0
"3268",5,1,"List2",41,13,4,17,6,7.863,1,2,2.61,7.17,1
"3269",4,0,"List1",40,11,25,36,5,9.821,4,10,4.87,7.68,0
"3270",4,0,"List2",10,12,5,17,5,7.62,2,11,4.93,6.11,1
"3271",1,1,"List1",97,14,10,24,5,8.753,4,8,3.45,7.49,0
"3272",4,0,"List1",76,14,2,16,4,6.989,13,27,4.5,7.6,0
"3273",2,0,"List2",14,14,22,36,5,9.685,0,15,4.04,6.25,0
"3274",6,0,"List2",108,16,8,24,6,9.18,2,6,3,8.63,0
"3275",4,1,"List1",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3276",2,1,"List2",86,9,2,11,4,6.69,5,6,4.39,9.82,0
"3277",6,0,"List1",66,18,14,32,3,9.062,18,23,4.29,7.05,1
"3278",2,1,"List2",44,13,1,14,4,7.622,4,11,4.68,6.81,1
"3279",5,0,"List2",41,15,10,26,4,8.728,4,23,3.5,7.74,1
"3280",4,1,"List1",118,11,1,12,5,6.763,3,3,4.78,7.58,1
"3281",4,0,"List2",58,4,3,7,5,6.862,3,4,4.57,7.95,0
"3282",3,0,"List1",15,13,17,30,5,8.365,9,9,2.96,4.22,1
"3283",3,1,"List2",105,7,3,10,4,7.682,6,33,4.14,7.58,0
"3284",2,1,"List2",116,14,3,17,4,8.345,12,17,2.89,5.74,1
"3285",3,0,"List1",105,8,4,12,5,8.3,1,3,3.04,7.79,0
"3286",6,0,"List2",30,10,7,17,4,7.35,6,5,4.43,6.95,1
"3287",4,1,"List1",4,16,68,84,5,10.88,13,10,4.5,4.76,0
"3288",3,1,"List2",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3289",5,0,"List1",71,16,16,32,4,8.931,9,17,4.88,5.5,1
"3290",4,1,"List1",106,6,32,38,4,8.443,15,24,2.37,8.05,1
"3291",4,1,"List1",100,15,6,21,5,10.136,8,22,4.7,7.28,1
"3292",2,1,"List2",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3293",6,1,"List1",72,18,12,30,4,10.294,16,36,2.25,5.55,0
"3294",5,1,"List1",35,12,17,29,4,10.8,8,8,2.15,4.22,0
"3295",4,1,"List1",82,15,12,27,4,6.98,15,23,3.96,7.35,0
"3296",1,1,"List2",91,11,7,18,5,8.765,3,13,3.19,8.17,0
"3297",2,1,"List2",68,8,3,11,4,8.22,13,17,4.9,8.31,1
"3298",6,0,"List1",84,14,3,17,5,9.437,6,17,3.82,6.72,1
"3299",5,0,"List1",107,9,20,29,4,7.328,1,8,3.15,7.28,1
"3300",6,0,"List2",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3301",3,1,"List1",75,12,17,29,4,10.8,8,8,2.15,4.22,0
"3302",5,1,"List1",47,8,30,38,3,11.851,5,7,4.37,5.37,0
"3303",5,0,"List2",77,14,10,24,4,8.362,8,11,4,4.83,1
"3304",2,0,"List1",110,12,9,21,5,9.33,3,8,4.59,8.3,1
"3305",2,0,"List1",38,6,12,18,5,8.185,4,19,2.89,6.4,1
"3306",5,0,"List2",5,14,8,22,4,7.705,13,31,4.84,5.83,0
"3307",6,0,"List2",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3308",3,0,"List1",27,14,4,18,3,9.216,12,17,4.8,7.53,1
"3309",3,0,"List1",9,20,2,22,5,8.338,5,11,2.63,8.95,0
"3310",4,1,"List2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"3311",6,0,"List2",120,14,22,36,5,9.685,0,15,4.04,6.25,1
"3312",1,1,"List1",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3313",6,0,"List1",36,11,13,24,4,8.719,5,11,3.27,6.83,0
"3314",4,0,"List1",10,8,33,40,5,8.352,4,15,5,5.37,1
"3315",6,0,"List1",96,14,45,59,3,9.608,12,34,4.81,4.74,0
"3316",5,0,"List2",113,13,1,14,3,8.758,18,27,4.11,3.15,0
"3317",3,1,"List1",87,13,17,30,5,8.365,9,9,2.96,4.22,1
"3318",6,1,"List2",84,12,4,16,6,7.851,1,5,2.46,8.37,1
"3319",3,0,"List2",69,14,34,48,5,9.76,5,15,2.5,5.47,0
"3320",3,1,"List2",21,16,9,25,4,8.642,14,30,4.56,5.79,0
"3321",2,1,"List1",38,10,5,15,6,8.645,2,14,3.96,4.89,0
"3322",5,0,"List1",11,15,9,24,5,7.302,4,15,4.4,8.5,0
"3323",6,1,"List1",6,12,31,43,4,7.758,11,13,3.14,4.89,1
"3324",1,1,"List1",25,14,45,59,3,9.608,12,34,4.81,4.74,0
"3325",5,1,"List2",101,14,8,22,5,9.164,2,3,4.81,6.65,1
"3326",2,1,"List2",14,12,4,16,6,7.851,1,5,2.46,8.37,1
"3327",6,1,"List2",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3328",3,1,"List1",111,14,20,34,4,10.721,14,34,3.82,5.26,0
"3329",4,0,"List1",82,17,11,28,3,8.307,6,8,4.37,5.79,0
"3330",6,1,"List1",114,15,6,21,5,10.136,8,22,4.7,7.28,1
"3331",6,0,"List2",84,12,4,16,4,6.642,7,11,4.36,6.11,0
"3332",5,0,"List2",113,13,10,23,4,9.051,4,35,3.89,7.39,0
"3333",5,0,"List2",95,9,2,11,5,6.837,3,8,2.47,8.8,0
"3334",4,0,"List2",58,10,12,22,5,8.408,4,6,4.14,8.17,1
"3335",1,1,"List1",13,11,8,19,5,8.919,0,1,3.64,8.78,0
"3336",6,1,"List1",54,15,9,24,5,7.302,4,15,4.4,8.5,0
"3337",5,0,"List2",59,12,6,18,5,7.363,3,10,4.72,11.05,1
"3338",6,0,"List2",90,6,17,23,4,9.955,9,13,3.72,7.4,1
"3339",4,0,"List1",10,18,14,32,3,9.062,18,23,4.29,7.05,1
"3340",4,0,"List1",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3341",5,1,"List2",23,22,11,33,5,8.571,1,15,4.72,6.42,0
"3342",3,0,"List1",51,14,5,19,3,7.955,14,26,4.62,5.795,0
"3343",6,1,"List1",114,13,7,20,4,8.039,14,16,4.72,4.67,0
"3344",6,0,"List1",48,13,8,21,4,7.337,15,36,4.41,7.33,0
"3345",5,0,"List2",77,10,11,21,4,9.05,11,1,2.41,9.58,1
"3346",2,1,"List1",68,17,11,28,3,8.307,6,8,4.37,5.79,1
"3347",2,1,"List2",74,14,6,20,5,8.587,5,7,4.87,4.21,1
"3348",2,1,"List1",2,8,5,13,5,9.806,2,4,4,8.53,0
"3349",1,1,"List1",115,15,9,24,5,7.302,4,15,4.4,8.5,1
"3350",6,1,"List2",90,7,19,26,4,9.038,10,33,4.2,7.11,1
"3351",5,0,"List2",113,11,2,13,5,8.276,2,4,2.68,5.33,0
